#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;x
mac_fuirmidh_cittern;Mac-Fuirmidh Cittern;;;;;;;;;;;x
mac_fuirmidh_cittern_desc;Canaith Mandolins are one of the Instruments of the Bards, wondrous instruments that produce magical effects if played by bards and that can be actively harmful to non-bards who attempt to use them. They are named after the Mac-Fuirmidh level of the college of Falataer, a legendary ffolk bard.;;;;;;;;;;;x
lyre;Lyre;;;;;;;;;;;x
lyre_desc;Lyres are portable stringed instruments that provide good accompaniment and background music for poems and epic recitals. They are quite popular in the land of Amn.;;;;;;;;;;;x
lyre_of_progression;Lyre of Progression;;;;;;;;;;;x
lyre_of_progression_desc;The Lyre of Progression is a type of enchanted lyre created by the bard Sdini Paletto. Its enchantment allows any bard who use it to become a better spellcaster.;;;;;;;;;;;x
cli_lyre;Cli Lyre;;;;;;;;;;;x
cli_lyre_desc;Cli Lyres are one of the Instruments of the Bards, wondrous instruments that produce magical effects if played by bards and that can be actively harmful to non-bards who attempt to use them. They are named after the Cli level of the college of Falataer, a legendary ffolk bard.;;;;;;;;;;;x
ispaladin;Is a Paladin;;;;;;;;;;;x
laerakond_region;Laerakond;;;;;;;;;;;x
raurin_region;Raurin;;;;;;;;;;;x
nelanther_isles_region;Nelanther Isles;;;;;;;;;;;x
sea_of_swords_region;Sea of Swords;;;;;;;;;;;x
northern_islands_region;Northern Islands;;;;;;;;;;;x
boo;Boo;;;;;;;;;;;x
boo_desc;Boo is allegedly a miniature giant space hamster adopted by the Rashemi ranger Minsc. He is said to whisper wisdom in his companion's ear and is notorious for attacking the eyes of foes in combat.;;;;;;;;;;;x
guenhwyvar;Guenhwyvar;;;;;;;;;;;x
guenhwyvar_desc;Guenhwyvar is a panther who resides in the Astral Plane and can be summoned by her ranger companion when needed. Her most famous companion is the drow Drizzt Do'Urden.;;;;;;;;;;;x
animal_companion;Animal Companion;;;;;;;;;;;x
animal_companion_desc;Animal Companions are beasts magically bonded to rangers or druids, who become their lifelong companions.;;;;;;;;;;;x
sohei;Sohei;;;;;;;;;;;x
sohei_offensive;Sohei Offensive;;;;;;;;;;;x
sohei_defensive;Sohei Offensive;;;;;;;;;;;x
sohei_morale;Sohei Morale;;;;;;;;;;;x
sohei_modifier;Combat Modifier boost to Sohei: $PERC$;;;;;;;;;;;x
organized_crime;Organized Crime;;;;;;;;;;;x
rogue_heist_cb;Rogue Heist;;;;;;;;;;;x
rogue_heist_cb_desc;Someone has wealth. You want that wealth. And you will take it, by force if need be.;;;;;;;;;;;x
CB_NAME_HEIST;Heist;;;;;;;;;;;x
WAR_NAME_HEIST;$ATTACKER$'s $ORDER$Armed Heist on $SECOND$;;;;;;;;;;;x
psion;Psion;;;;;;;;;;;x
psion_desc;Psionics are a rare and unusual power drawn not from the gods or the Weave, but from the very mind of its users. Psions are usually rare outside certain species, and thus are considered quite mysterious.;;;;;;;;;;;x
trained_psion;Trained Psion;;;;;;;;;;;x
trained_psion_desc;Psionics are a rare and unusual power drawn not from the gods or the Weave, but from the very mind of its users. Psions are usually rare outside certain species, and thus are considered quite mysterious.;;;;;;;;;;;x
journeyman_psion;Journeyman Psion;;;;;;;;;;;x
journeyman_psion_desc;Psionics are a rare and unusual power drawn not from the gods or the Weave, but from the very mind of its users. Psions are usually rare outside certain species, and thus are considered quite mysterious.;;;;;;;;;;;x
expert_psion;Expert Psion;;;;;;;;;;;x
expert_psion_desc;Psionics are a rare and unusual power drawn not from the gods or the Weave, but from the very mind of its users. Psions are usually rare outside certain species, and thus are considered quite mysterious.;;;;;;;;;;;x
master_psion;Master Psion;;;;;;;;;;;x
master_psion_desc;Psionics are a rare and unusual power drawn not from the gods or the Weave, but from the very mind of its users. Psions are usually rare outside certain species, and thus are considered quite mysterious.;;;;;;;;;;;x
renowned_psion;Renowned Psion;;;;;;;;;;;x
renowned_psion_desc;Psionics are a rare and unusual power drawn not from the gods or the Weave, but from the very mind of its users. Psions are usually rare outside certain species, and thus are considered quite mysterious.;;;;;;;;;;;x
legendary_psion;Legendary Psion;;;;;;;;;;;x
legendary_psion_desc;Psionics are a rare and unusual power drawn not from the gods or the Weave, but from the very mind of its users. Psions are usually rare outside certain species, and thus are considered quite mysterious.;;;;;;;;;;;x
obj_cls_psion_title;Level up as a Psion;;;;;;;;;;;x
obj_cls_psion_desc;Focus your mind as you improve at the Invisible Art.;;;;;;;;;;;x
RULE_DIVINE_MANDATE;§RFaerûn:§! Divine Mandate;;;;;;;;;;;x
DMRESTRICTED;Restricted;;;;;;;;;;;x
RULE_DM_RESTRICTED_DESC;The Divine Mandate government is not available as a reformation option to tribal druids, clerics and paladins.;;;;;;;;;;;x
DMLOOSE;Loose;;;;;;;;;;;x
RULE_DM_LOOSE_DESC;The Divine Mandate government is available as a reformation option to tribal druids, clerics and paladins.;;;;;;;;;;;x
starpact_tt;Cannot be Zealous.\nMust be either an aboleth, an Old One pact warlock, or have at least two of the following: Mystic, Lunatic, Psionic Potential, Aberrant Mind Sorcerous Origin, Arbitary, Cynical, Ambitious, Scholar, Faithless Religion.;;;;;;;;;;;x
psi_potential;Psionic Potential;;;;;;;;;;;x
psi_potential_desc;This person is capable of minor feats of psionics, and could become a powerful psion with training.;;;;;;;;;;;x
RULE_SHOU_GOV;§RFaerûn:§! Celestial Empire;;;;;;;;;;;x
RULE_SHOU_RESTRICTED_DESC;The Celestial Empire government is only available to Shou culture-group Kings and Emperors.;;;;;;;;;;;x
RULE_SHOU_LOOSE_DESC;The Celestial Empire government is available to all Shou culture-group rulers.;;;;;;;;;;;x
RULE_STATIC_PORTRAIT;§RFaerûn:§! Static Portraits;;;;;;;;;;;x
RULE_STATIC_PORTRAIT_ON;A number of notable lore characters will have static images for portraits.;;;;;;;;;;;x
RULE_STATIC_PORTRAIT_OFF;All characters will use regular portraits.;;;;;;;;;;;x
CB_NAME_REAVE;Reave;;;;;;;;;;;x
WAR_NAME_REAVE;$ATTACKER$'s $ORDER$[Root.TalosLocAdj] Reaving in $SECOND$;;;;;;;;;;;x
talos_reave_cb_desc;[Root.TalosLoc] decrees that the strong should take what they want from the weak. By aiming not for land, but for wealth, you can amass more power and grow stronger.;;;;;;;;;;;x
VELNIKERYMA;Vel'Nikeryma;;;;;;;;;;;x
population_missing;Missing Populace;;;;;;;;;;;x
loretaker_cb_desc;Ilsensine states that knowledge must be obtained at any cost, even by force. By raiding the libraries and vaults of others, not for coin but for intelligence, you may improve your own technology at the cost of others.;;;;;;;;;;;x
CB_NAME_LORETAKER;Loretaker;;;;;;;;;;;x
WAR_NAME_LORETAKER;$ORDER$$FIRST_ADJ$ Loretaker War on $SECOND$;;;;;;;;;;;x
gain_tech_loretaker_tooltip;Gain §G400-600§! random tech points.\n;Obtient §G400-600§! points de progrès technologique.\n;Erhaltet §G400-600§! zufällige Technologiepunkte.\n;;Gana §G400-600§! puntos de tecnología al azar.\n;;;;;;;;;x
divine_brain;Devoured brain of an avatar;;;;;;;;;;;x
chosen_brain;Devoured brain of a Chosen;;;;;;;;;;;x
psionic_brain;Devoured brain of a psion;;;;;;;;;;;x
arcane_brain;Devoured brain of a mage;;;;;;;;;;;x
high_quality_brain;Devoured a high-quality brain;;;;;;;;;;;x
okay_brain;Devoured a fine brain;;;;;;;;;;;x
bad_brain;Devoured an unfulfilling brain;;;;;;;;;;;x
forced_efficiency;Forced Efficiency;;;;;;;;;;;x
forced_efficiency_desc;The population of this region was magically compelled to work harder, against their will.;;;;;;;;;;;x
opinion_invaded_my_mind;Invaded my mind;;;;;;;;;;;x
stolen_thoughts_diplo;Stolen Thoughts;;;;;;;;;;;x
stolen_thoughts_martial;Stolen Thoughts;;;;;;;;;;;x
stolen_thoughts_steward;Stolen Thoughts;;;;;;;;;;;x
stolen_thoughts_intrigue;Stolen Thoughts;;;;;;;;;;;x
stolen_thoughts_learn;Stolen Thoughts;;;;;;;;;;;x
spelljammer_slot;Vehicle;;;;;;;;;;;x
angelship;Angelship;;;;;;;;;;;x
angelship_desc;The angelship is a spelljamming ship that takes its name from the wide, sweeping wings on its sides. It was originally constructed by kobolds, but has since been favoured by traders of all species.;;;;;;;;;;;x
antlership;Antlership;;;;;;;;;;;x
antlership_desc;Antlerships are spelljamming ships that appear to be constructed from the antlers of some gargantuan and unknown celestial beast. They are usually crewed by undead creatures and have a single deck on their upper surface.;;;;;;;;;;;x
antlership;Antlership;;;;;;;;;;;x
antlership_desc;Antlerships are spelljamming ships that appear to be constructed from the antlers of some gargantuan and unknown celestial beast. They are usually crewed by undead creatures and have a single deck on their upper surface.;;;;;;;;;;;x
armada_jammer;Armada;;;;;;;;;;;x
armada_jammer_desc;Armadas are enormous elven spelljammers that look like gargantuan butterflies. Armadas are not built, but grown, and are jealously defended by their elven owners.;;;;;;;;;;;x
barge_of_ptah;Barge of Ptah;;;;;;;;;;;x
barge_of_ptah_desc;Barges of Ptah are among the first human spelljammers to be constructed, and are named after the Mulan god Ptah. They strongly resemble sea-going vessels and are notorious for their poor handling.;;;;;;;;;;;x
spelljammer;Spelljammer;;;;;;;;;;;x
spelljammer_desc;Spelljammers are a type of magically-powered vessel that can travel both through the air, the wildspace outside of planets and the phlogiston between crystal spheres. Though often having extremely varied designs, they all have a "helm", a magical construct - often a chair - that enables a magic-user to control the movement of the vessel.;;;;;;;;;;;x
is_spelljamming;Spelljamming;;;;;;;;;;;x
is_spelljamming_desc;You are travelling in a spelljammer. You are [Root.SpelljammerLocation].\n\nWhile in a spelljammer, you will recieve random events periodically based on your current location. Use the §YSteer Spelljammer§! decision to change locations or go home.;;;;;;;;;;;x
revealed_my_vampire_secret;Revealed my vampirism;;;;;;;;;;;x
chosen_faceless_god;Chosen of the Faceless God;;;;;;;;;;;x
chosen_faceless_god_desc;The Faceless God is the mysterious god and progenitor of the Yikarian people, who demands sacrifices in "the manner elemental" and absolute obedience. His chosen are likewise authoritarian and expected to be both cultured and brutal.;;;;;;;;;;;x
faceless_bloodline;Faceless God Blood;;;;;;;;;;;x
faceless_bloodline_desc;The Faceless God is said to have been a yikarian blood-sorcerer who was cursed by the Loregiver for rejecting Enlightenment and to be the progenitor of their entire species. He is also strongly associated with the Elements and the fortune of his people.;;;;;;;;;;;x
SJWildspace;in Wildspace;;;;;;;;;;;x
SJTorilOrbit;in Toril's orbit;;;;;;;;;;;x
FRSM.4;It is a curious experience, returning to Toril. The air grows thicker, daylight as you know it returns. The inexorable pull of gravity asserts itself beyond the deck of your spelljammer. Soon you are touching down and having your vessel safely stored. Your adventures in wildspace are over, for now.;;;;;;;;;;;x
FRSM.4a;Back to that groundling life.;;;;;;;;;;;x
retinue_blackguards;Blackguards;;;;;;;;;;;x
triumvir_subjugation_desc;Followers of the Dead Three can force others who follow their faith into submission, for the weak must follow the strong.;;;;;;;;;;;x
HIGH_IMPERCEPTOR;High Imperceptor;;;;;;;;;;;x
HIGH_IMPERCEPTRIX;High Imperceptrix;;;;;;;;;;;x
obj_joyful_reject_shy_title;Defeat Shyness;;;;;;;;;;;x
obj_joyful_reject_shy_desc;The deities of joy and beauty urge their followers to socialise and not hesitate when dealing with others. As such, shyness is sometimes frowned upon.;;;;;;;;;;;x
moralist;Moralist;;;;;;;;;;;x
moralist_desc;Moralists are religious hardliners of the enlightened faiths, who believe in social segregation between genders and whose lives are strictly regimented by religious rules.;;;;;;;;;;;x
ethoist;Ethoist;;;;;;;;;;;x
ethoist_desc;Ethoists are methodical in their faith, with carefully mantained routines and lifestyles, though not to the extreme taken by moralists. While ethoists try to live by the commandments of their gods, they don't make it the only focus of their lives.;;;;;;;;;;;x
pragmatist;Pragmatist;;;;;;;;;;;x
pragmatist_desc;Pragmatists are quite liberal in their faith, often even accepting, or at least tolerating, worshippers of unenlightened gods. Pragmatists are often drawn to wandering, to seeing the world and spreading their faith through actions rather than sermons.;;;;;;;;;;;x
ulutiuan_magician;Profane Magician;;;;;;;;;;;x
ulutiuan_magician_desc;The faith of Ulutiu holds that any magic that doesn't come from Ulutiu himself to be profane and evil.;;;;;;;;;;;x
PEASANT_REVOLT;[Root.County.GetAdjective] [Root.County.LocalPeasantRevolt];;;;;;;;;;;;;x
LocalPeasantRevoltFakeJapanese;ikki;;;;;;;;;;;;;x
LocalPeasantRevoltDragonborn;Revolution;;;;;;;;;;;;;x
LocalPeasantRevoltPirate;Mutiny;;;;;;;;;;;;;x
LocalPeasantRevoltMari;Insurrection;;;;;;;;;;;;x
LocalPeasantRevoltGeneric;Peasant Revolt;;;;;;;;;;;;;x
HERETIC_REVOLT;[Root.Religion.GetName] [Root.County.LocalHereticRevolt];;;;;;;;;;;;;x
LocalHereticRevoltFfolk;Rising;;;;;;;;;;;;;x
LocalHereticRevoltDragonborn;Insurgency;;;;;;;;;;;;;x
LocalHereticRevoltGeneric;Uprising;;;;;;;;;;;;;x
ulutiu_seal;Offering to Clever Oomio;;;;;;;;;;;;;x
ulutiu_walrus;Offering to Grandfather Walrus;;;;;;;;;;;;;x
ulutiu_bear;Offering to Great White Bear;;;;;;;;;;;;;x
ulutiu_reindeer;Offering to Pindalpau-pau;;;;;;;;;;;;;x
kaiurit_survival;Kaiurit of survival;;;;;;;;;;;;;x
kaiurit_war;Kaiurit of war;;;;;;;;;;;;;x
kaiurit_diplomacy;Kaiurit of peace;;;;;;;;;;;;;x
kaiurit_prosperity;Kaiurit of prosperity;;;;;;;;;;;;;x
kaitotem_success;Kaitotem Blessing;;;;;;;;;;;;;x
kaitotem_failure;Kaitotem Curse;;;;;;;;;;;;;x
art_object;Artwork;;;;;;;;;;;;;x
GOD_MASTERS_OF_ABSOLUTE_ACCORD;the Masters of Absolute Accord;;;;;;;;;;;;;x
GOD_SHARNS;the Sharns;;;;;;;;;;;;;x
ALLDISEASECURED;All diseases will be cured.;;;;;;;;;;;;;x
fire_genasi;Fire Genasi Bloodline;;;;;;;;;;;;;x
fire_genasi_desc;Fire Genasi are genasi who exhibit traits from the elemental plane of fire.;;;;;;;;;;;;;x
air_genasi;Air Genasi Bloodline;;;;;;;;;;;;;x
air_genasi_desc;Air Genasi are genasi who exhibit traits from the elemental plane of air.;;;;;;;;;;;;;x
water_genasi;Water Genasi Bloodline;;;;;;;;;;;;;x
water_genasi_desc;Water Genasi are genasi who exhibit traits from the elemental plane of water.;;;;;;;;;;;;;x
earth_genasi;Earth Genasi Bloodline;;;;;;;;;;;;;x
earth_genasi_desc;Earth Genasi are genasi who exhibit traits from the elemental plane of earth.;;;;;;;;;;;;;x
smokegenasi;Smoke Paragenasi;;;;;;;;;;;;;x
smoke_genasi;Smoke Paragenasi Bloodline;;;;;;;;;;;;;x
smoke_genasi_desc;Smoke Paragenasi are genasi who exhibit traits from the para-elemental plane of smoke.;;;;;;;;;;;;;x
magmagenasi;Magma Paragenasi;;;;;;;;;;;;;x
magma_genasi;Magma Paragenasi Bloodline;;;;;;;;;;;;;x
magma_genasi_desc;Magma Paragenasi are genasi who exhibit traits from the para-elemental plane of Magma.;;;;;;;;;;;;;x
dustgenasi;Dust Paragenasi;;;;;;;;;;;;;x
dust_genasi;Dust Paragenasi Bloodline;;;;;;;;;;;;;x
dust_genasi_desc;Dust Paragenasi are genasi who exhibit traits from the para-elemental plane of Dust.;;;;;;;;;;;;;x
icegenasi;Ice Paragenasi;;;;;;;;;;;;;x
ice_genasi;Ice Paragenasi Bloodline;;;;;;;;;;;;;x
ice_genasi_desc;Ice Paragenasi are genasi who exhibit traits from the para-elemental plane of Ice.;;;;;;;;;;;;;x
oozegenasi;Ooze Paragenasi;;;;;;;;;;;;;x
ooze_genasi;Ooze Paragenasi Bloodline;;;;;;;;;;;;;x
ooze_genasi_desc;Ooze Paragenasi are genasi who exhibit traits from the para-elemental plane of Ooze.;;;;;;;;;;;;;x
steamgenasi;Steam Paragenasi;;;;;;;;;;;;;x
steam_genasi;Steam Paragenasi Bloodline;;;;;;;;;;;;;x
steam_genasi_desc;Steam Paragenasi are genasi who exhibit traits from the para-elemental plane of Steam.;;;;;;;;;;;;;x
axani;Axani Bloodline;;;;;;;;;;;;;x
axani_desc;Axani are planetouched descended from lawful outsiders.;;;;;;;;;;;;;x
azerblood;Azerblood;;;;;;;;;;;;;x
azerblood_desc;Azerblood are planetouched dwarves descended from azers or fire elementals.;;;;;;;;;;;;;x
cansin;Cansin Bloodline;;;;;;;;;;;;;x
cansin_desc;Cansin are planetouched descended from chaotic outsiders.;;;;;;;;;;;;;x
celadrin;Celadrin Bloodline;;;;;;;;;;;;;x
celadrin_desc;Celadrin are planetouched elves descended from celestials.;;;;;;;;;;;;;x
chaond;Chaond Bloodline;;;;;;;;;;;;;x
chaond_desc;Chaonds are planetouched descended from slaadi.;;;;;;;;;;;;;x
dhinni;D'hin'ni Bloodline;;;;;;;;;;;;;x
dhinni_desc;D'hin'ni are planetouched halflings descended from genies.;;;;;;;;;;;;;x
gloaming;Gloaming Bloodline;;;;;;;;;;;;;x
gloaming_desc;Gloamings are planetouched descended from creatures of the plane of shadows.;;;;;;;;;;;;;x
mechanatrix;Mechanatrix Bloodline;;;;;;;;;;;;;x
mechanatrix_desc;Mechanatrixes are planetouched descended from outsiders of the plane of Mechanus.;;;;;;;;;;;;;x
baphitaur;Baphitaur Bloodline;;;;;;;;;;;;;x
baphitaur_desc;Baphitaurs are planetouched minotaurs descended from fiends.;;;;;;;;;;;;;x
durzagon;Durzagon Bloodline;;;;;;;;;;;;;x
durzagon_desc;Durzagon are planetouched duergar descended from fiends.;;;;;;;;;;;;;x
maeluth;Maeluth Bloodline;;;;;;;;;;;;;x
maeluth_desc;Maeluths are planetouched dwarves descended from fiends.;;;;;;;;;;;;;x
mur_zhagul;Mur-Zhagul Bloodline;;;;;;;;;;;;;x
mur_zhagul_desc;Mur-Zhaguls are planetouched trolls descended from fiends.;;;;;;;;;;;;;x
wispling;Wispling Bloodline;;;;;;;;;;;;;x
wispling_desc;Wisplings are planetouched halflings descended from fiends.;;;;;;;;;;;;;x
worghest;Worghest;;;;;;;;;;;;;x
worghest_desc;Worghests are lycanthropic planetouched goblinoids descended from fiends.;;;;;;;;;;;;;x
angel_aasimar;Angelic Bloodline;;;;;;;;;;;;;x
angel_aasimar_desc;This character is descended from angels.;;;;;;;;;;;;;x
archon_aasimar;Celestial Archon Bloodline;;;;;;;;;;;;;x
archon_aasimar_desc;This character is descended from celestial archons.;;;;;;;;;;;;;x
asura_aasimar;Asura Bloodline;;;;;;;;;;;;;x
asura_aasimar_desc;This character is descended from asuras.;;;;;;;;;;;;;x
eladrin_aasimar;Celestial Eladrin Bloodline;;;;;;;;;;;;;x
eladrin_aasimar_desc;This character is descended from celestial eladrin.;;;;;;;;;;;;;x
einheriar_aasimar;Einheriar Bloodline;;;;;;;;;;;;;x
einheriar_aasimar_desc;This character is descended from einheriar.;;;;;;;;;;;;;x
moonmaiden_aasimar;Moonmaiden Bloodline;;;;;;;;;;;;;x
moonmaiden_aasimar_desc;This character is descended from moonmaidens.;;;;;;;;;;;;;x
guardinal_aasimar;Guardinal Bloodline;;;;;;;;;;;;;x
guardinal_aasimar_desc;This character is descended from guardinals.;;;;;;;;;;;;;x
divine_aasimar;Holy Bloodline;;;;;;;;;;;;;x
divine_aasimar_desc;This character is descended from a good or neutral deity.;;;;;;;;;;;;;x
devil_tiefling;Devilish Bloodline;;;;;;;;;;;;;x
devil_tiefling_desc;This character is descended from devils.;;;;;;;;;;;;;x
demodand_tiefling;Demodand Bloodline;;;;;;;;;;;;;x
demodand_tiefling_desc;This character is descended from demodands.;;;;;;;;;;;;;x
demon_tiefling;Demonic Bloodline;;;;;;;;;;;;;x
demon_tiefling_desc;This character is descended from demons.;;;;;;;;;;;;;x
yugoloth_tiefling;Daemonic Bloodline;;;;;;;;;;;;;x
yugoloth_tiefling_desc;This character is descended from yugoloths.;;;;;;;;;;;;;x
rakshasa_tiefling;Rakshasa Bloodline;;;;;;;;;;;;;x
rakshasa_tiefling_desc;This character is descended from rakshasas.;;;;;;;;;;;;;x
marrashi_tiefling;Marrashi Bloodline;;;;;;;;;;;;;x
marrashi_tiefling_desc;This character is descended from marrashi.;;;;;;;;;;;;;x
divine_tiefling;Unholy Bloodline;;;;;;;;;;;;;x
divine_tiefling_desc;This character is descended from an evil deity.;;;;;;;;;;;;;x
SPINEPEAK_HORDE;Spinepeak Horde;;;;;;;;;;;;;x
death_cheese;Catoblepas Ranch;;;;;;;;;;;;;x
death_cheese_desc;This area has domesticated catoblepas, which are used as cattle. Their "death cheese" is particularly valuable as a delicacy.;;;;;;;;;;;;;x
religion_feature_arcane_class;Embrace the Arcane;;;;;;;;;;;x
religion_feature_arcane_class_desc;For too long have we rejected the powers of mages as impure and foul. Yet perhaps we were wrong. By accepting the users of arcane into our faith, we can safeguard our people against the dangers of the world.;;;;;;;;;;;x
tooltip_religion_feature_arcane_class;Arcane classes are no longer forbidden to the faithful;;;;;;;;;;;;;x
GMWdragon;dragon;;;;;;;;;;;x
GMWillithid;mind-flayer;;;;;;;;;;;x
GMWdarkelf;dark elf;;;;;;;;;;;x
GMWhighelf;high elf;;;;;;;;;;;x
GMWsylvanelf;sylvan elf;;;;;;;;;;;x
GMWfeyelf;fey elf;;;;;;;;;;;x
GMWtreant;treant;;;;;;;;;;;x
GMWsatyr;satyr;;;;;;;;;;;x
GMWhengeyokai;yokai;;;;;;;;;;;x
GMWcentaur;centaur;;;;;;;;;;;x
GMWwemic;wemic;;;;;;;;;;;x
GMWdwarf;dwarf;;;;;;;;;;;x
GMWgiant;giant;;;;;;;;;;;x
GMWgiantkin;giant-kin;;;;;;;;;;;x
GMWheorc;he-orc;;;;;;;;;;;x
GMWsheorc;she-orc;;;;;;;;;;;x
GMWtroll;troll;;;;;;;;;;;x
GMWgnome;gnome;;;;;;;;;;;x
GMWgoblin;goblin;;;;;;;;;;;x
GMWgnoll;gnoll;;;;;;;;;;;x
GMWtabaxi;tabaxi;;;;;;;;;;;x
GMWhag;hag;;;;;;;;;;;;x
GMWhalfling;halfling;;;;;;;;;;;x
GMWbeholder;beholder;;;;;;;;;;;x
GMWaboleth;creature;;;;;;;;;;;x
GMWminotaur;minotaur;;;;;;;;;;;x
GMWyikarian;yikarian;;;;;;;;;;;x
GMWsarrukh;sarrukh;;;;;;;;;;;x
GMWyuanti;yuan-ti;;;;;;;;;;;x
GMWlizardfolk;lizardfolk;;;;;;;;;;;x
GMWnaga;naga;;;;;;;;;;;x
GMWlamia;lamia;;;;;;;;;;;x
GMWdragonborn;dragonborn;;;;;;;;;;;x
GMWsaurian;saurian;;;;;;;;;;;x
GMWkobold;kobold;;;;;;;;;;;x
GMWbird;birdfolk;;;;;;;;;;;x
GMWsahuagin;sahuagin;;;;;;;;;;;x
GMWkuotoa;kuo-toan;;;;;;;;;;;x
GMWfiend;fiend;;;;;;;;;;;x
GMWcelestial;celestial;;;;;;;;;;;x
GMWman;man;;;;;;;;;;;x
GMWwoman;woman;;;;;;;;;;;x
GMWperson;person;;;;;;;;;;;x
opinion_challenged_caliph;Challenged my legitimacy;;;;;;;;;;;x
opinion_weak_caliph;Weak Caliph;;;;;;;;;;;x
opinion_unpopular_metamour;A poor lover to my lover;;;;;;;;;;;x
opinion_accepted_metamour;A fair lover to my lover;;;;;;;;;;;x
opinion_popular_metamour;A good lover to my lover;;;;;;;;;;;x
opinion_related_metamour;An awkward lover to my lover;;;;;;;;;;;x
challenge_the_caliph;Contend for the Grand Caliphate;;;;;;;;;;;x
EVTDESC_FRZAKH_1;I see [current_caliph.GetBestName] as weak and unworthy, and [current_caliph.GetPossPronoun] closest religious followers as diverging from the path of the righteous. The time has come for a change. I shall challenge the Grand Caliph, and establish myself as the true religious authority!;;;;;;;;;;;x
EVTOPTA_FRZAKH_1;All the ends of Toril shall see who is the most worthy.;;;;;;;;;;;x
EVTOPTB_FRZAKH_1;I want to be Caliph instead of the Caliph!;;;;;;;;;;;x
EVTDESC_FRZAKH_2;The audacious [caliph_challenger.GetBestName] has let it be known that [caliph_challenger.GetSheHe] intends to challenge your position as the Grand Caliph and Commander of the Faithful. [caliph_challenger.GetSubjectPronounCap] is rallying support for establishing [caliph_challenger.GetObjectPronoun]self as the true voice of the Loregiver, and the [caliph_challenger.Religion.GetName] religion as the orthodox faith of Zakhara!;;;;;;;;;;;x
EVTOPTA_FRZAKH_2;We have no fate but the Fate we are given.;;;;;;;;;;;x
EVTDESC_FRZAKH_4;Despite the ambition and grandeur of your claim, the Englightened world has brushed it off, as an earthen monolith might brush away a fledgling stirge. Scarcely a single theologian has supported you, and the lives of the faithful continue untroubled by your proclamations.;;;;;;;;;;;x
EVTOPTA_FRZAKH_4;So be it. I shall keep my own counsel.;;;;;;;;;;;x
EVTOPTB_FRZAKH_4;Curses, curses, curses!.;;;;;;;;;;;x
EVTOPTC_FRZAKH_4;Praise the Loregiver, and her wisdom. We have but the Fate we are given.;;;;;;;;;;;x
EVTDESC_FRZAKH_5;The theologians have declared their verdict. Your right to the Enlightened Throne is unquestioned. The posturing of [caliph_challenger.GetBestName] has come to nothing, and the primacy of the [current_caliph.Religion.GetName] faith stands firm.;;;;;;;;;;;x
EVTOPTA_FRZAKH_5;Sound the trumpet, and proclaim my decrees!;;;;;;;;;;;x
EVTDESC_FRZAKH_6;Messengers come hurrying to you, with urgent news. The theologians and the leaders of the greatest madrassas have accepted your claim to the Grand Caliphate! Your judgements are sovereign, and the [caliph_challenger.Religion.GetName] faith is the summit of Enlightenment. The deposed [current_caliph.GetBestName] will have to be content to stand in your shadow.;;;;;;;;;;;x
EVTOPTA_FRZAKH_6;I knew this day would come.;;;;;;;;;;;x
EVTDESC_FRZAKH_7;You hear a clamour outside your palace. You search for your advisers, but a shame-faced courtier greets you in the corridor with thunderous news: the theologians have deserted you, and supported [caliph_challenger.GetBestName]'s claim to the Grand Caliphate! The streets are full of commoners decrying your loss of authority.;;;;;;;;;;;x
EVTOPTA_FRZAKH_7;Alas the day! Fate has truly turned her face from me.;;;;;;;;;;;x
frzakh_8.title;A Bold Challenge;;;;;;;;;;;x
EVTDESC_FRZAKH_8;The Enlightened world is buzzing with the news: [caliph_challenger.GetBestName] has challenged the fitness of [current_caliph.GetBaseName] to rule, and with it, the orthodoxy of the [current_caliph.Religion.GetName] faith! It will be up to the Land of Fate's leading religious scholars to decide, but it would be foolhardy to think that political might plays no part...;;;;;;;;;;;x
EVTOPTA_FRZAKH_8;Even the Grand Caliph is subject to Fate.;;;;;;;;;;;x
frzakh_9.title;Orthodoxy Prevails;;;;;;;;;;;x
EVTDESC_FRZAKH_9;The verdict is in, and the theologians have spoken: [current_caliph.GetBestName] is the unquestioned successor of the First Caliph, rightful heir and guardian of the Enlightened Throne. The challenge of [caliph_challenger.GetBestName] has been discarded, and will be at best a footnote in the long rolls of history.;;;;;;;;;;;x
EVTOPTA_FRZAKH_9;We have no fate but the Fate we are given.;;;;;;;;;;;x
frzakh_10.title;A New Orthodoxy;;;;;;;;;;;x
EVTDESC_FRZAKH_10;Messengers come riding, proclaiming the news to rich and poor, high and low alike: after long deliberation, the greatest religious scholars of the Englightened World have determined that [current_caliph.GetBestName] cannot be regarded as a worthy successor to the First Caliph! In [current_caliph.GetPossPronoun] place, they propose [caliph_challenger.GetBestName], who will establish the [caliph_challenger.Religion.GetName] faith as the orthodox path for those who follow the Lore of the Loregiver.;;;;;;;;;;;x
EVTOPTA_FRZAKH_10;The minarets of Huzuz will tremble!;;;;;;;;;;;x
frzakh_11.title;The Grand Caliphate;;;;;;;;;;;x
EVTDESC_FRZAKH_11;To the acclaim of the [new_grand_caliph.Religion.GetName] faithful, their leader [new_grand_caliph.GetBestName] has established the city of Huzuz as the capital of a new religious and political authority for the whole Enlightened world. From this day forth, all Toril will see that the words of the Loregiver are upheld, Fate is honored, and justice is done, in the Golden City.;;;;;;;;;;;x
