#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;x
corrupting_magic_major_desc;All power comes at a price. Dark magic has corrupted this character's body, making it frail and susceptible to disease.;Tout le pouvoir a un prix. L'utilisation de la magie noire a corrompu le corps de ce personnage, le rendant fragile et sensible aux maladies.;Alle Macht hat ihren Preis. Die Verwendung dunkler Magie hat den Körper dieser Person verdorben und ihn gebrechlich und anfällig für Krankheiten gemacht.;;El poder tiene un precio. El uso de la magia oscura ha corrompido el cuerpo de este personaje, debilitándolo y volviéndolo susceptible a la enfermedad.;;;;;;;x
String_garden;garden;jardin;Garten;;jardín;;;;;;;x
String_Hibiscus;Hibiscus;hibiscus;Hibiskus;;hibisco;;;;;;;x
String_Ginger_Root;Ginger Root;racine de gingembre;Ingwerwurzel;;rizoma de jengibre;;;;;;;x
String_Mandrake;Mandrake;mandragore;Alraune;;mandrágora;;;;;;;x
String_Lemon_Grass;Lemon Grass;citronnelle;Zitronengras;;citronela;;;;;;;x
String_Nettles;Nettles;orties;Brennnesseln;;ortigas;;;;;;;x
String_Wormwood;Wormwood;absinthe;Wermut;;ajenjo;;;;;;;x
String_Valerian;Valerian;valériane;Baldrian;;valeriana;;;;;;;x
String_Violet;Violet;violette;Veilchen;;violeta;;;;;;;x
String_Yarrow;Yarrow;achillée;Schafgarbe;;milenrama;;;;;;;x
String_Gall_Bladder;Gall Bladder;vésicule biliaire;Gallenblase;;vesícula;;;;;;;x
String_Kidney;Kidney;rein;Niere;;riñón;;;;;;;x
String_Eyeballs;Eyeballs;yeux;Augäpfel;;ojos;;;;;;;x
String_Cloven_hooves;Cloven Hooves;sabots fendus;Gespaltene Hufe;;pezuñas hendidas;;;;;;;x
String_Antlers;Antlers;bois de cerf;Geweih;;astas;;;;;;;x
String_Snout;Snout;museau;Schnauze;;hocicos;;;;;;;x
String_Heart;Heart;coeur;Herz;;corazón;;;;;;;x
String_Liver;Liver;foie;Leber;;hígado;;;;;;;x
String_Intestines;Intestines;intestins;Gedärme;;intestinos;;;;;;;x
String_Silver;Silver;argent;Silber;;plata;;;;;;;x
String_Mercury;Mercury;mercure;Quecksilber;;mercurio;;;;;;;x
String_Aqua_Regia;Aqua Regia;eau régale;Königswasser;;agua regia;;;;;;;x
String_Aqua_Fortis;Aqua Fortis;eau-forte;Salpetersäure;;aqua fortis;;;;;;;x
String_Brimstone;Brimstone;soufre;Schwefel;;azufre;;;;;;;x
String_Gold;Gold;or;Gold;;oro;;;;;;;x
String_Copper;Copper;cuivre;Kupfer;;cobre;;;;;;;x
String_Iron;Iron;fer;Eisen;;hierro;;;;;;;x
String_Tin;Tin;étain;Zinn;;estaño;;;;;;;x
String_crescent;crescent symbol;un symbole du Croissant;Mondsichelsymbol;;símbolo de la medialuna;;;;;;;x
EVTOPTD_MNM_1200_herb;Some crushed [GetSelectedIngredient_1] shall help form the pattern.;Écraser puis ajouter [Get_du_SelectedIngredient_1] aidera à voir les formes.;Etwas zerdrücktes [GetSelectedIngredient_1] wird helfen, das Muster zu formen.;;Machacar y añadir algo de [GetSelectedIngredient_1] ayudaría a formar el patrón.;;;;;;;x
EVTOPTD_MNM_1200_animal_part;Actually, I should add some ground [GetSelectedIngredient_1] to help form the pattern.;En fait, je devrais ajouter [Get_du_SelectedIngredient_1] pour que les formes apparaissent mieux.;Ich sollte etwas zermahlenes [GetSelectedIngredient_1] hinzugeben, um zu helfen, das Muster zu formen.;;Debería machacar [GetSelectedIngredient_1] para ayudar a formar el patrón.;;;;;;;x
EVTOPTD_MNM_1200_powder;Surely a sprinkle of [GetSelectedIngredient_1] will add to the pattern.;Assurément, saupoudrer [Get_du_SelectedIngredient_1] aidera les formes.;Eine Prise [GetSelectedIngredient_1] wird dem Muster sicher förderlich sein.;;Seguro que una pizca de [GetSelectedIngredient_1] acentuará el patrón.;;;;;;;x
EVTOPTD_MNM_1200_liquid;Hmm... A few drops of [GetSelectedIngredient_1] should form a magnificent pattern.;Hmm... Quelques gouttes d[Get_e_SelectedIngredient_1] devraient provoquer des formes magnifiques.;Hm ... Ein paar Tropfen [GetSelectedIngredient_1] müssten ein prächtiges Muster formen.;;Mmm... Unas gotitas de [GetSelectedIngredient_1] deberían formar un buen patrón.;;;;;;;x
EVTOPTD_MNM_1200_tt;Using the §Y[GetSelectedIngredient_1]§! will increase your chances of having a positive reaction to the shapes in the water.\n;Utiliser [Get_only_du_SelectedIngredient_1]§Y[GetSelectedIngredient_1]§! augmentera vos chances d'avoir une réaction positive aux formes dans l'eau.\n;Die Verwendung von §Y[GetSelectedIngredient_1]§! wird Eure Chancen verbessern, eine positive Reaktion auf die Formen im Wasser zu erreichen.\n;;Si usas este ingrediente, aumentarán tus probabilidades de obtener una reacción positiva en las formas del agua: §Y[GetSelectedIngredient_1]§!.\n;;;;;;;x
destroy_selected_ingredient_1_tt;§Y[GetSelectedIngredient_1]§! will be removed from the Treasury.\n;L'ingrédient '§Y[GetSelectedIngredient_1]§!' sera retiré du Trésor.\n;§Y[GetSelectedIngredient_1]§! wird aus der Schatzkammer entfernt.\n;;Se quitará este ingrediente de la cámara del tesoro: §Y[GetSelectedIngredient_1]§!.\n;;;;;;;x
destroy_selected_ingredient_2_tt;§Y[GetSelectedIngredient_2]§! will be removed from the Treasury.\n;L'ingrédient '§Y[GetSelectedIngredient_2]§!' sera retiré du Trésor.\n;§Y[GetSelectedIngredient_2]§! wird aus der Schatzkammer entfernt.\n;;Se quitará este ingrediente de la cámara del tesoro: §Y[GetSelectedIngredient_2]§!.\n;;;;;;;x
destroy_selected_ingredient_1_and_2_tt;§Y[GetSelectedIngredient_1]§! and §Y[GetSelectedIngredient_2]§! will be removed from the Treasury.\n;Les ingrédients '§Y[GetSelectedIngredient_1]§!' et '§Y[GetSelectedIngredient_2]§!' seront retirés du Trésor.\n;§Y[GetSelectedIngredient_1]§! und §Y[GetSelectedIngredient_2]§! werden aus der Schatzkammer entfernt.\n;;Se quitarán estos ingredientes de la cámara del tesoro: §Y[GetSelectedIngredient_1]§! y §Y[GetSelectedIngredient_2]§!.\n;;;;;;;x
destroy_selected_ingredient_1_plus_random_other_ingredient_tt;§Y[GetSelectedIngredient_1]§! and one random ingredient will be removed from the Treasury.\n;L'ingrédient '§Y[GetSelectedIngredient_1]§!' et un ingrédient aléatoire seront retirés du Trésor.\n;§Y[GetSelectedIngredient_1]§! und eine zufällig ausgewählte Zutat werden aus der Schatzkammer entfernt.\n;;Se quitará este ingrediente y otro aleatorio de la cámara del tesoro: §Y[GetSelectedIngredient_1]§!.\n;;;;;;;x
ingredient_option_available_tt;This option is available to you because you have an §YIngredient§! in your Treasury.\n \n;Cette option est disponible parce que vous avez un §Yingrédient§! dans votre Trésor.\n\n;Diese Option steht Euch frei, da Ihr eine §YZutat§! in Eurer Schatzkammer habt.\n \n;;Esta opción está disponible debido a que posees un §Yingrediente§! en tu cámara del tesoro.\n \n;;;;;;;x
multiple_ingredient_option_available_tt;This option is available to you because you have multiple §YIngredients§! in your Treasury.\n \n;Cette option est disponible car vous avez plusieurs §Yingrédients§! dans votre Trésor.\n\n;Diese Option steht Euch frei, da Ihr viele §YZutaten§! in Eurer Schatzkammer habt.\n \n;;Esta opción está disponible debido a que posees varios §Yingredientes§! en tu cámara del tesoro.\n \n;;;;;;;x
EVTDESC_MNM_1200_B;I place the bowl before me and wait for the water to be perfectly still. A regular scrying would allow me to choose a focus for my thoughts  on the other hand, I could use something from my shelves of alchemy in order to create something unseen before... The reflection on the water ripples as I let out a deep breath.;Je place la cuvette devant moi et attends que l'eau soit parfaitement immobile. Une divination normale me permettrait de choisir ce sur quoi me concentrer  je pourrais utiliser quelque chose de mes étagères alchimiques afin de créer quelque chose d'inédit... Les reflets sur l'eau ondulent alors que je laisse échapper un profond souffle.;Ich stelle die Schale vor mich hin und warte, bis das Wasser vollkommen still ist. Regelmäßiges Wahrsagen würde es mir erlauben, einen Fokus für meine Gedanken zu wählen, doch andererseits könnte ich etwas aus meinen alchemistischen Regalen verwenden, um etwas noch nie zuvor Gesehenes zu erschaffen ... Die Reflektion auf der Wasseroberfläche kräuselt sich, als ich stark ausatme.;;Coloco el cuenco ante mí y espero a que el agua esté en perfecto reposo. Una adivinación común me permitiría elegir el foco de mis pensamientos..., pero también podría usar alguna cosa de mis estantes de alquimia para crear algo insólito... Las ondas del agua difuminan el reflejo cuando exhalo un profundo suspiro.;;;;;;;x
EVTDESC_MNM_5208;There is something annoyingly pompous in the speech of [fellow_member_target.GetTitledFirstName]  when did [fellow_member_target.GetSheHe] become an expert on [Root.GetHermeticDebateSubject]?\nSighing, I close my hand around the vial in my pocket.;Il y a quelque chose d'anormalement pompeux dans le discours [fellow_member_target.Get_du_TitledFirstName]  quand est-[fellow_member_target.GetIlElle] devenu[fellow_member_target.Get_E] un[fellow_member_target.Get_E] expert[fellow_member_target.Get_E] sur [Root.GetHermeticDebateSubject]?\nSoupirant, je referme ma main sur la fiole dans ma poche.;Die Worte von [fellow_member_target.GetTitledFirstName] haben etwas unangenehm Aufgeblasenes an sich. Wann ist [fellow_member_target.GetSheHe] denn zu einem Experten auf dem Gebiet [Root.GetHermeticDebateSubject] geworden?\nSeufzend schließe ich meine Hand um die Phiole in meiner Tasche.;;Hay algo irritante en el discurso pretencioso de [fellow_member_target.GetTitledFirstName]. ¿Cuándo se hizo experto/a en [Root.GetHermeticDebateSubject]?\nCon un suspiro, aprieto el vial que llevo en el bolsillo.;;;;;;;x
EVTOPTC_MNM_5211;I should concoct something to relax me, or help me focus even!;Je devrais concocter quelque chose pour me détendre, ou m'aider à me concentrer même !;Ich sollte etwas zusammenbrauen, um mich zu beruhigen oder mir gar zu helfen, mich zu konzentrieren!;;Debería preparar algo para relajarme ¡o incluso para concentrarme!;;;;;;;x
EVTOPTA_MNM_1622_use_ingredients;I have some interesting flasks that could aid us!;J'ai quelques flacons intéressants qui pourraient nous aider !;Ich habe einige interessante Fläschchen, die uns helfen könnten!;;¡Tengo unos frascos interesantes que podrían ayudarnos!;;;;;;;x
EVTOPTC_MNM_1842_herb;Calm down, child. I'll brew something with a hint of [GetSelectedIngredient_1].;Calmez-vous. Je vais préparer quelque chose avec [Get_du_SelectedIngredient_1].;Beruhigt Euch, mein Kind. Ich werde etwas mit einer Prise [GetSelectedIngredient_1] zusammenbrauen.;;Cálmate, joven. Prepararé algo con un toque de [GetSelectedIngredient_1].;;;;;;;x
EVTOPTC_MNM_1842_animal_part;Don't fret, child. I'll make you some broth from [GetSelectedIngredient_1].;Ne vous inquiétez pas, mon enfant. Je vais vous faire un bouillon d[Get_e_SelectedIngredient_1].;Keine Sorge, mein Kind. Ich werde Euch eine Brühe aus [GetSelectedIngredient_1] zubereiten.;;No temas, criatura. Te prepararé un caldo de [GetSelectedIngredient_1].;;;;;;;x
EVTOPTC_MNM_1842_powder;Hush, child. This [GetSelectedIngredient_1] infused potion will help.;Silence, mon enfant. Ce breuvage avec [Get_du_SelectedIngredient_1] vous aidera.;Seid still, mein Kind. Dieser Trank mit [GetSelectedIngredient_1] wird helfen.;;Relájate. Esta infusión de [GetSelectedIngredient_1] ayudará.;;;;;;;x
EVTOPTC_MNM_1842_liquid;Hush, child. I'll make you something, from... Uh, this [GetSelectedIngredient_1].;Silence, mon enfant. Je vais vous faire quelque chose avec... [Get_du_SelectedIngredient_1].;Seid still, mein Kind. Ich werde Euch etwas zubereiten aus ... Ah, etwas aus [GetSelectedIngredient_1].;;Relájate. Te prepararé algo con... Eh... [GetSelectedIngredient_1].;;;;;;;x
EVTOPTC_MNM_1844_herb;Let us talk about this, while I brew something soothing.;Parlons-en, pendant que je prépare un remède.;Lasst uns darüber reden, während ich etwas Beruhigendes zusammenbraue.;;Hablemos de esto mientras preparo algo tranquilizante.;;;;;;;x
EVTOPTC_MNM_1844_animal_part;I'll make it up to you! Let us share some broth from [GetSelectedIngredient_1].;Je vais vous rattraper ! Partageons un bouillon à base d[Get_e_SelectedIngredient_1].;Ich mache das wieder gut! Teilen wir etwas Brühe aus [GetSelectedIngredient_1].;;¡Te lo compensaré! Compartamos un poco de caldo de [GetSelectedIngredient_1].;;;;;;;x
EVTOPTC_MNM_1844_powder;Oh, friend. You clearly need this [GetSelectedIngredient_1] infused brew of mine.;Vous avez clairement besoin de ce breuvage infusé d[Get_e_SelectedIngredient_1].;Oh, Freund. Ihr braucht ohne jeden Zweifel etwas von meinem Gebräu mit [GetSelectedIngredient_1].;;Oh, camarada. Sin duda necesitabas esta infusión de [GetSelectedIngredient_1].;;;;;;;x
EVTOPTC_MNM_1844_liquid;Well... Would you care for some experiential [GetSelectedIngredient_1] infused beer I've made?;Aimeriez-vous de ma bière infusée d[Get_e_SelectedIngredient_1] qui a fait ses preuves ?;Nun ... Möchtet Ihr von meinem bewährten Bier mit [GetSelectedIngredient_1] haben, das ich zubereitet habe?;;Bueno... ¿Te gustaría una infusión experimental de [GetSelectedIngredient_1] que he preparado?;;;;;;;x
nauseous_from_potion;Nauseous;Nausées;Von Übelkeit ergriffen;;Con náuseas;;;;;;;x
nauseous_from_potion_desc;This character does not look so good.;Ce personnage n'a pas bonne mine.;Diese Person sieht nicht sehr gesund aus.;;Este personaje no tiene muy buen aspecto.;;;;;;;x
opinion_apologized;Apologized;Excusé;Hat sich entschuldigt;;Se ha disculpado;;;;;;;x
opinion_cheered_up;Cheered Up;Réconfort;Aufgemuntert;;Animado;;;;;;;x
opinion_calmed;Calmed;Calme retrouvé;Beruhigt;;Tranquilizado;;;;;;;x
EVTDESC_MNM_1855;While pondering my current studies, it occurs to me that I have several items in my possession that could be experimented with in order to enhance my understanding of the heavens...!;En réfléchissant à mes études actuelles, il me semble que j'ai plusieurs objets en ma possession qui pourraient être utilisés afin d'améliorer ma compréhension du ciel !;Während ich über meine gegenwärtigen Studien nachdenke, fällt mir ein, dass ich mehrere Objekte in meinem Besitz habe, mit denen ich experimentieren könnte, um mein Wissen über das Firmament zu erweitern!;;Al reflexionar sobre mis estudios actuales, se me ocurre que tengo varios objetos con los que podría experimentar para mejorar mi comprensión de los cielos...;;;;;;;x
EVTOPTA_MNM_1855;I'll burn [GetSelectedIngredient_1] and let the scent flood my senses.;Je vais brûler [Get_du_SelectedIngredient_1] et laisser l'odeur inonder mes sens.;Ich werde [GetSelectedIngredient_1] verbrennen und den Geruch meine Sinne durchströmen lassen.;;Quemaré [GetSelectedIngredient_1] y dejaré que su aroma invada mis sentidos.;;;;;;;x
EVTOPTB_MNM_1855;I'll make a stew of [GetSelectedIngredient_2]...!;Je vais faire un ragoût d[Get_e_SelectedIngredient_2] !;Ich werde einen Eintopf mit [GetSelectedIngredient_2] zubereiten!;;¡Prepararé un estofado de [GetSelectedIngredient_2]...!;;;;;;;x
EVTOPTC_MNM_1855;I'll sleep with a nugget of [GetSelectedIngredient_2] under my pillow.;Je vais dormir avec [Get_du_SelectedIngredient_2] sous mon oreiller.;Ich werde mit einem Klumpen [GetSelectedIngredient_2] unter meinem Kissen schlafen.;;Dormiré con una piedra de [GetSelectedIngredient_2] debajo de la almohada.;;;;;;;x
EVTOPTD_MNM_1855;I'll attempt something new...!;Je vais essayer quelque chose de nouveau !;Ich werde etwas Neues ausprobieren!;;¡Probaré con algo nuevo...!;;;;;;;x
EVTOPTE_MNM_1855;I'd rather not.;Je ne préfère pas.;Das werde ich lieber nicht tun.;;Mejor no.;;;;;;;x
destroy_all_ingredients_tt;All §YIngredients§! are destroyed and will be removed from the Treasury.\n;Tous les §Yingrédients§! sont détruits et retirés du Trésor.\n;Alle §YZutaten§! sind zerstört und werden aus der Schatzkammer entfernt.\n;;Se destruirán todos los §Yingredientes§! y se quitarán de la cámara del tesoro.\n;;;;;;;x
random_ingredients_are_destroyed_tt;Some §YIngredients§! are destroyed and will be removed from the Treasury.\n;Certains §Yingrédients§! sont détruits et seront retirés du Trésor.\n;Einige §YZutaten§! sind zerstört und werden aus der Schatzkammer entfernt.\n;;Se destruirán algunos §Yingredientes§! y se quitarán de la cámara del tesoro.\n;;;;;;;x
ingredients_are_sent_tt;Some §YIngredients§! will be removed from the Treasury and sent to §Y[From.GetTitledFirstName]§!, in preparation for the ritual.\nThere is a chance this will enhance your experience.\n;Certains §Yingrédients§! seront retirés du Trésor et envoyés [From.Get_au_TitledFirstNameJ], en préparation pour le rituel.\nIl y a une chance que cela améliore votre expérience.\n;Einige §YZutaten§! werden aus der Schatzkammer entfernt und zur Vorbereitung des Rituals an §Y[From.GetTitledFirstName]§! geschickt.\nEs besteht die Chance, dass dies Eure Erfahrung verbessern wird.\n;;Algunos §Yingredientes§! se quitarán de la cámara del tesoro y se enviarán a §Y[From.GetTitledFirstName]§! para preparar el ritual.\nHay probabilidades de que esto mejore tu experiencia.\n;;;;;;;x
EVTOPTB_MNM_1435_single_ingredient;I shall use a simple potion.;Je vais utiliser un simple breuvage.;Ich werde einen einfachen Trank verwenden.;;Usaré una poción sencilla.;;;;;;;x
EVTDESC_MNM_5109_hermetic;I have recently come into possession of several alchemical ingredients. As a member of the [Root.Society.GetName], I suppose I should do some sort of inventory... Regardless, the [GetSelectedIngredient_1] [GetSelectedIngredient_1_property].;Je viens de prendre possession de plusieurs ingrédients alchimiques. En tant que membre de l'Ordre hermétique, je suppose que je devrais faire une sorte d'inventaire... Quoi qu'il en soit, [Get_le_SelectedIngredient_1] [GetSelectedIngredient_1_property].;Ich bin vor Kurzem in den Besitz einiger alchemistischer Zutaten gelangt. Als Mitglied des hermetischen Ordens nehme ich an, dass ich eine Art Bestandsaufnahme durchführen sollte ... Wie dem auch sei: [GetSelectedIngredient_1], [GetSelectedIngredient_1_property].;;Recientemente me he hecho con algunos ingredientes alquímicos. Como miembro de la Orden Hermética, supongo que debería hacer algún tipo de inventario... Bueno, [GetSelectedIngredient_1] [GetSelectedIngredient_1_property].;;;;;;;x
EVTDESC_MNM_5109_other_society;I have recently come into possession of some manner of 'alchemical' ingredients. I am not entirely sure what to make of it! Regardless, the [GetSelectedIngredient_1] [GetSelectedIngredient_1_property].;J'ai récemment pris possession d'ingrédients « alchimiques ». Je ne sais pas quoi en faire ! Quoi qu'il en soit, [Get_du_SelectedIngredient_1] [GetSelectedIngredient_1_property].;Ich bin vor Kurzem in den Besitz einer Art sogenannter alchemistischer Zutaten gelangt. Ich bin mir nicht gänzlich sicher, was ich davon halten soll! Wie dem auch sei: [GetSelectedIngredient_1], [GetSelectedIngredient_1_property].;;Recientemente me he hecho con una especie de ingredientes «alquímicos». ¡No sé muy bien cómo usarlos! Bueno, [GetSelectedIngredient_1] [GetSelectedIngredient_1_property].;;;;;;;x
EVTDESC_MNM_5109_no_society;I have recently come into possession of some manner of alchemical ingredients. While I admit I'm intrigued, the [GetSelectedIngredient_1] [GetSelectedIngredient_1_property].;J'ai récemment pris possession d'ingrédients alchimiques. J'admets que je suis intrigué[Root.Get_E], [Get_le_SelectedIngredient_1] [GetSelectedIngredient_1_property].;Ich bin vor Kurzem in den Besitz einer Art alchemistischer Zutaten gelangt. Ich muss zugeben, dass ich fasziniert bin: [GetSelectedIngredient_1], [GetSelectedIngredient_1_property].;;Recientemente me he hecho con un tipo de ingredientes alquímicos. Aunque admito que siento curiosidad, [GetSelectedIngredient_1] [GetSelectedIngredient_1_property].;;;;;;;x
EVTDESC_MNM_5109_child;I am told that I have recently come into possession of 'alchemical ingredients'. While I am not certain what that means, the [GetSelectedIngredient_1] [GetSelectedIngredient_1_property].;On me dit que je viens d'acquérir des 'ingrédients alchimiques'. Bien que je ne sois pas certain[Root.Get_E] de ce que cela signifie, [Get_le_SelectedIngredient_1] [GetSelectedIngredient_1_property].;Mir wird gesagt, ich sei vor Kurzem in den Besitz sogenannter alchemistischer Zutaten gelangt. Obzwar ich nicht weiß, was dies bedeutet: [GetSelectedIngredient_1], [GetSelectedIngredient_1_property].;;Me dicen que me he hecho con unos «ingredientes alquímicos». Aunque no sé muy bien qué significa, [GetSelectedIngredient_1] [GetSelectedIngredient_1_property].;;;;;;;x
EVTOPTA_MNM_5109;I have no use for things like [GetSelectedIngredient_1] and [GetSelectedIngredient_2].;Je n'ai aucun besoin de choses comme [Get_du_SelectedIngredient_1] et [Get_du_SelectedIngredient_2].;Ich habe keine Verwendung für Dinge wie [GetSelectedIngredient_1] und [GetSelectedIngredient_2].;;Ya no necesito cosas como [GetSelectedIngredient_1] y [GetSelectedIngredient_2].;;;;;;;x
EVTOPTB_MNM_5109;These things are bordering heresy!;Ces choses frisent l'hérésie !;Diese Dinge grenzen an Ketzerei!;;¡Esas cosas rozan la herejía!;;;;;;;x
EVTOPTC_MNM_5109;I don't really mind keeping them around.;Cela ne me dérange pas de les garder à proximité.;Es macht mir nichts aus, diese Dinge in meinem Besitz zu haben.;;No me importa guardarlas.;;;;;;;x
String_is_surprisingly_fragrant;is surprisingly fragrant;a un étonnant parfum;ist überraschend wohlriechend;;es sorprendentemente fragante;;;;;;;x
String_are_surprisingly_fragrant;are surprisingly fragrant;ont un étonnant parfum;sind überraschend wohlriechend;;son sorprendentemente fragantes;;;;;;;x
String_is_faintly_fragrant;is faintly fragrant;a un léger parfum;ist schwach wohlriechend;;es ligeramente fragante;;;;;;;x
String_are_faintly_fragrant;are faintly fragrant;ont un léger parfum;sind schwach wohlriechend;;son ligeramente fragantes;;;;;;;x
String_has_turned_to_dust;has almost turned to dust;est presque devenu de la poussière;ist fast zu Staub zerfallen;;se ha convertido casi en polvo;;;;;;;x
String_have_turned_to_dust;have almost turned to dust;sont presque devenus de la poussière;sind fast zu Staub verfallen;;se han convertido casi en polvo;;;;;;;x
String_reminds_me_of_them;somehow reminds me of something funny;me rappelle quelque chose de drôle;erinnert mich irgendwie an etwas Lustiges;;me recuerda un poco a algo divertido;;;;;;;x
String_remind_me_of_them;somehow remind me of something funny;me rappellent quelque chose de drôle;erinnern mich irgendwie an etwas Lustiges;;me recuerdan un poco a algo divertido;;;;;;;x
String_carries_an_unpleasant_smell;carries an unpleasant smell;a une odeur désagréable;hat einen unangenehmen Geruch;;tiene un olor desagradable;;;;;;;x
String_carry_an_unpleasant_smell;carry an unpleasant smell;ont une odeur désagréable;haben einen unangenehmen Geruch;;tienen un olor desagradable;;;;;;;x
String_is_fantastically_shiny;is fantastically shiny;est fabuleusement brillant;glänzt fantastisch;;es extraordinariamente brillante;;;;;;;x
String_are_fantastically_shiny;are fantastically shiny;sont fabuleusement brillants;glänzen fantastisch;;son extraordinariamente brillantes;;;;;;;x
String_should_not_be_touched;should probably not be touched;ne devrait probablement pas être touché;sollte man wahrscheinlich nicht anfassen;;probablemente no debería tocarse;;;;;;;x
String_should_definitely_not_be_touched;should definitely not be touched;ne devraient certainement pas être touchés;sollte man mit Sicherheit nicht anfassen;;no debería tocarse;;;;;;;x
String_would_make_most_people_uncomfortable;would make most people uncomfortable;rendrait la plupart des gens mal à l'aise;würde die meisten Menschen beunruhigen;;pondría incómodo a casi cualquiera;;;;;;;x
String_is_glass_jar;is gross, even in a glass jar;est répugnant, même dans un pot en verre;ist selbst in einem Glasgefäß abscheulich;;es repugnante, incluso dentro de un tarro;;;;;;;x
String_are_in_glass_jar;are gross, even when they're preserved in a glass jar;sont répugnants, même dans un pot en verre;sind selbst dann abscheulich, wenn sie in einem Glasgefäß aufbewahrt werden;;son repugnantes, incluso dentro de un tarro;;;;;;;x
String_has_an_eerie_color;has an eerie color to it;a une couleur sinistre;hat eine unheimliche Farbe;;tiene un color espeluznante;;;;;;;x
String_have_an_eerie_color;have an eerie color to them;ont une couleur sinistre;haben eine unheimliche Farbe;;tienen un color espeluznante;;;;;;;x
String_is_disgusting;is sort of disgusting to look at;est dégoûtant à regarder;sieht irgendwie abscheulich aus;;da un poco de asco;;;;;;;x
String_are_disgusting;are disgusting to look at;sont dégoûtants à regarder;sehen irgendwie abscheulich aus;;dan un poco de asco;;;;;;;x
String_might_take_up_too_much_space;might be taking up too much space in my laboratory;pourrait prendre trop d'espace dans mon laboratoire;könnte in meinem Labor zu viel Platz einnehmen;;ocuparía demasiado sitio en mi laboratorio;;;;;;;x
String_does_not_send_desired_message;does not really send a message I can identify with;n'envoie pas vraiment un message que je peux identifier;vermittelt keine Botschaft, mit der ich mich wirklich identifizieren kann;;no enviaría el mensaje que querría;;;;;;;x
String_do_not_send_desired_message;do not really send a message I can identify with;n'envoient pas vraiment un message que je peux identifier;vermitteln keine Botschaft, mit der ich mich wirklich identifizieren kann;;no enviarían el mensaje que querría;;;;;;;x
String_does_not_contribute_to_the_decor;doesn't really contribute to the decor of my [Root.GetCapitalHolding];ne contribue pas vraiment à la décoration [Root.GetCapitalHoldingDuDela];trägt nicht zum Dekor meiner [Root.GetCapitalHolding] bei;;no le aporta mucho a la decoración de mi [Root.GetCapitalHolding];;;;;;;x
String_do_not_contribute_to_the_decor;don't really contribute to the decor of my [Root.GetCapitalHolding];ne contribuent pas vraiment à la décoration [Root.GetCapitalHoldingDuDela];tragen nicht zum Dekor meiner [Root.GetCapitalHolding] bei;;no le aportan mucho a la decoración de mi [Root.GetCapitalHolding];;;;;;;x
String_is_somewhat_pretty;is somewhat nice to look at;est assez agréable à regarder;sieht eigentlich recht nett aus;;es agradable a la vista;;;;;;;x
String_are_somewhat_pretty;are somewhat nice to look at;sont assez agréables à regarder;sehen eigentlich recht nett aus;;son agradables a la vista;;;;;;;x
String_makes_me_shiver;makes me shiver;me fait frissonner;lässt mich erschauern;;me da escalofríos;;;;;;;x
String_make_me_shiver;make me shiver;me font frissonner;lassen mich erschauern;;me dan escalofríos;;;;;;;x
String_might_possess_hidden_uses;could perhaps possess some hidden properties;pourrait posséder quelques propriétés cachées;könnte womöglich einige verborgene Eigenschaften besitzen;;quizá tenga propiedades ocultas;;;;;;;x
String_reeks;makes my nose twitch from its reeking;me fait reculer à cause de sa puanteur;strahlt einen abstoßenden Gestank aus;;su hedor provoca que se me arrugue la nariz;;;;;;;x
String_reek;make my nose twitch from their reeking;me font reculer à cause de leur puanteur;strahlen einen abstoßenden Gestank aus;;su hedor provoca que se me arrugue la nariz;;;;;;;x
String_glitters;glitters faintly;scintille légèrement;glitzert ein wenig;;brilla vagamente;;;;;;;x
String_glitter;glitter faintly;scintillent légèrement;glitzern ein wenig;;brillan vagamente;;;;;;;x
EVTDESC_MNM_5110;My fellow members of the Order sometimes speak of intricate charms and recipes to ward off evil, and perhaps I should take precautions too. Considering the stars of the [GetWesternZodiacSign], I nod to myself  the [GetSelectedIngredient_1] on my shelves [GetSelectedIngredient_1_property].;Mes frères de l'Ordre parlent parfois de charmes et de recettes complexes pour chasser le mal, et peut-être devrais-je aussi prendre des précautions. Compte tenu des étoiles du signe '[GetWesternZodiacSign]', me dis-je à moi-même  [Get_le_SelectedIngredient_1] sur mes étagères [GetSelectedIngredient_1_property].;Die anderen Ordensmitglieder sprechen zuweilen von kunstvollen Amuletten, Zaubersprüchen und Rezepturen, um Böses abzuwenden. Vielleicht sollte ich ebenfalls Vorsichtsmaßnahmen ergreifen. Angesichts der Sterne des Zeichens [GetWesternZodiacSign] nicke ich mir selbst zu: [GetSelectedIngredient_1] in meinen Regalen, [GetSelectedIngredient_1_property].;;A veces, mis compañeros de la Orden hablan de recetas y encantamientos complicados para mantener alejado al mal. Quizás yo también deba tomar precauciones. Considerando las estrellas de [GetWesternZodiacSign], asiento. Tengo [GetSelectedIngredient_1] en mis estantes [GetSelectedIngredient_1_property].;;;;;;;x
EVTOPTA_MNM_5110;The [GetSelectedIngredient_1] strategically placed in my quarters should suffice.;Placer [Get_du_SelectedIngredient_1] stratégiquement dans mes quartiers devrait suffire.;Es dürfte genügen, [GetSelectedIngredient_1] in meinen Gemächern strategisch zu platzieren.;;Tengo [GetSelectedIngredient_1] en un lugar estratégico de mis aposentos. Eso servirá.;;;;;;;x
