patron_loviatar_desc;Loviatar, the Maiden of Pain, is the goddess of agony. She is a cold-hearted tormentor, both calculating and despotic and rules over the portfolio of pain, hurt and torture. Her followers believe that it is their duty to spread pain and suffering, both physical and mental.\n\n§RRival Deities§!: [Root.IlmaterLoc], Eldath, Liira, Talona, Gargauth, [Root.SharessLoc]\n§RRival Religions§!: Infernal, Abyssal, Entropist, Faithless;;;;;;;;;;;;;x
patron_lurue;[Root.LurueLocAdj];;;;;;;;;;;;;x
patron_lurue_desc;[Root.LurueLoc] the Unicorn Queen is both the goddess of intelligent and talking animals as well as an archfey. Though she frowns upon violence, she is an intractable foe if forced into conflict.\n\n§RRival Deities§!: [Root.MalarLoc]\n§RRival Religions§!: Infernal, Abyssal, Entropist, Faithless;;;;;;;;;;;;;x
LurueGHP;Lurue;;;;;;;;;;;;;x
LurueGHPAdj;Luruean;;;;;;;;;;;;;x
LurueElf;Yathagera;;;;;;;;;;;;;x
LurueElfAdj;Yathageran;;;;;;;;;;;;;x
patron_milil;Sorlyn;;;;;;;;;;;;;x
patron_milil_desc;Milil the Lord of Song is the ultimate performer, as befits his status as the deity of poetry, song and eloquence. However, his prowess is balanced by his self-centered and egotistical personality.\n§RRival Religions§!: Cyricist, Infernal, Abyssal, Entropist, Faithless;;;;;;;;;;;;;x
patron_nobanion;Nobanionite;;;;;;;;;;;;;x
patron_nobanion_desc;Nobanion the Lion King is a primal spirit that is worshipped as a deity of royalty, lions and various other felines. He was noble in personality and preferred to lead by exemple and never by force or coercion.\n\n§RRival Deities§!: [Root.MalarLoc]\n§RRival Religions§!: Infernal, Abyssal, Entropist, Faithless;;;;;;;;;;;;;x
patron_red_knight;Red Knight;;;;;;;;;;;;;x
patron_red_knight_desc;Red Knight is the goddess of planning and strategy, and holds a close relationship, akin to that of father and daughter, with [Root.TempusLoc]. She is calm and logical, but also shows great compassion on occasion.\n\n§RRival Deities§!: [Root.GaragosLoc]\n§RRival Religions§!: Cyricist, Infernal, Abyssal, Faithless, Entropist;;;;;;;;;;;;;x
patron_savras;Savrathan;;;;;;;;;;;;;x
patron_savras_desc;Savras is the god of divination and fate. Once, long ago, he became engaged in conflict against [Root.MystraLoc] and Azuth, being defeated and imprisoned in an artifact constructed by Azuth. He was released by Azuth much later in exchange of an oath of fealty.\n\n§RRival Deities§!: [Root.BhaalLoc], Bane, Iyachtu Xvim, Leira, Mask, [Root.TalosLoc]\n§RRival Religions§!: Infernal, Cyricist, Abyssal, Entropist, Faithless;;;;;;;;;;;;;x
patron_sharess;[Root.SharessLocAdj];;;;;;;;;;;;;x
patron_sharess_desc;[Root.SharessLoc] is the deity of hedonism, festhalls and sensual fulfillment. Her personality was both individualist and hedonistic, not unlike a feline, and she was constantly grooming herself. An innate flirt, she often had trysts with both gods and mortals alike.\n\n§RRival Deities§!: [Root.SetLoc], Shar, Loviatar, Selvetarm, Vhaeraun, [Root.SebekLoc]\n§RRival Religions§!: Loviatan, Infernal, Abyssal, Entropist, Faithless;;;;;;;;;;;;;x
SharessGHP;Sharess;;;;;;;;;;;;;x
SharessGHPAdj;Sharessin;;;;;;;;;;;;;x
SharessMul;Bast;;;;;;;;;;;;;x
SharessMulAdj;Bastin;;;;;;;;;;;;;x
SharessYuir;Zandilar;;;;;;;;;;;;;x
SharessYuirAdj;Zandilarin;;;;;;;;;;;;;x
patron_shiallia;Shiallian;;;;;;;;;;;;;x
patron_shiallia_desc;Shiallia is the goddess of pregnant forest creatures and the nurturer of seedlings. She rejoices in life and shields those who follow her against death. While she is feircely protective of those under her care, she is uncharacteristically aloof to matters outside her direct portfolio.\n\n§RRival Deities§!: [Root.MalarLoc], [Root.AurilLoc], [Root.TalosLoc], Talona\n§RRival Religions§!:Infernal, Abyssal, Entropist, Faithless;;;;;;;;;;;;;x
patron_siamorphe;Siamorphan;;;;;;;;;;;;;x
patron_siamorphe_desc;Siamorphe is the deity of nobles, nobility and the nobles' divine right to rule. She encourages nobility to rule well and wisely, but also brooks no disobedience to rulers. Her followers are urged to rule, if noble, or to advise rulers, if not.\n\n§RRival Deities§!: Bane, Iyachtu, Gargauth\n§RRival Religions§!: Cyricist, Infernal, Abyssal, Faithless, Entropist;;;;;;;;;;;;;x
patron_talona;Talonite;;;;;;;;;;;;;x
patron_talona_desc;Talona, the Lady of Poison, is the deity of poison and disease. Her ethos stresses that life and death are in balance, but since death is more powerful it should be paid proper homage. Her followers, then, have the responsability to remind all mortals of death's power. She also deigns to protect her followers from her works, should they pay their proper respects to her.\n\n§RRival Deities§!: [Root.ChaunteaLoc], Loviatar, [Root.MielikkiLoc], Silvanus, Sune, Liira, Kelemvor, [Root.TyrLoc], Shiallia, [Root.IlmaterLoc], Gargauth, Hanali Celanil, Arvoreen, Cyrrollalee, Sheela Peryroyl, Yondalla\n§RRival Religions§!: Loviatan Chauntean, Infernal, Abyssal, Entropist, Faithless;;;;;;;;;;;;;x
patron_tiamat;[Root.TiamatLocAdj];;;;;;;;;;;;x
patron_tiamat_desc;[Root.TiamatLoc] is the deity of greed and chromatic dragons. In personality, [Root.TiamatSheHe] was arrogant, greedy, hateful, spiteful and vain and never forgave any kind of slight. Always focused on obtaining more power and wealth, [Root.TiamatSheHe] often came into conflict with other gods, and even allied with the lords of Baator in order to fulfill these goals.\n\n§RRival Deities§!: [Root.BahamutLoc], Gilgeam, Iyachtu Xvim, [Root.IlmaterLoc], Bane, Null\n§RRival Religions§!: Abyssal, Entropist, Faithless;;;;;;;;;;;;;x
TiamatEHP;Tiamat;;;;;;;;;;;;;x
TiamatEHPAdj;Tiamatan;;;;;;;;;;;;;x
TiamatChes;Tchazzar;;;;;;;;;;;;;x
TiamatChesAdj;Tchazzaran;;;;;;;;;;;;;x
TiamatShe;she;;;;;;;;;;;;;x
TiamatHe;he;;;;;;;;;;;;;x
patron_ulutiu;Ulutian;;;;;;;;;;;;;x
patron_ulutiu_desc;Ulutiu is a quiet deity of glaciers, polar environments and those who dwell in them. He spends most of his time asleep, drifting in the Astral Plane, though he is still active enough to grant magic to his followers. He does not make any demands from his followers other than to respect animals and to obey his priesthood.\n§RRival Religions§!: Jotun, Infernal, Abyssal, Entropist, Faithless;;;;;;;;;;;;;x
patron_valkur;Valkuryl;;;;;;;;;;;;;x
patron_valkur_desc;Valkur is the deity of sailors, ships, favourable winds and naval combat. Though his moods are mercurial, he is always loyal to those he sees as his crew. His faithful are only loosely organized and liable to see each other only in festivals or if serving on the same ship.\n\n§RRival Deities§!: [Root.TalosLoc], Umberlee, [Root.MalarLoc], [Root.Auril]\n§RRival Religions§!: Infernal, Abyssal, Entropist, Faithless;;;;;;;;;;;;;x
patron_velsharoon;Velsharan;;;;;;;;;;;;;x
patron_velsharoon_desc;Velsharoon is the deity of necromancy and lichdom. He is vain, selfish, petty, but also very canny. He is consumed with thoughts of vengeance as well as his experiments on both the living and the dead. His church spends their time primarily with necromantic research, seeking to expand the understanding of that school of magic.\n\n§RRival Deities§!: [Root.JergalLoc], Kelemvor, [Root.LabelasLoc], Sehanine Moonbow, Urogalan\n§RRival Religions§!: Cyricist, Infernal, Abyssal, Entropist, Faithless;;;;;;;;;;;;;x
patron_ghaunadaur;[Root.GhaunadaurLocAdj];;;;;;;;;;;;;x
patron_ghaunadaur_desc;[Root.GhaunadaurLoc] is the deity of oozes, slimes, jellies, outcasts, ropers and rebels. It is utterly unpredictable and will often grant aid to the False, those who only pay lip service to the gods. It demands only one thing from its followers: sacrifices, and rewards those who do so.\n\n§RRival Deities§!: Eilistraee, Gargauth, Vhaeraun, Selvetarm, [Root.Malar], Ilsensine, Maanzecorian, [Root.TalosLoc], Zinzerena, Callarduran Smoothhands, Great Mother\n§RRival Religions§!: Lolthite, Seldarine, Asathalfinare, Quallith, Solipsist, Infernal, Abyssal, Entropist, Faithless;;;;;;;;;;;;;x
GhaunadaurEHP;Ghaunadaur;;;;;;;;;;;;;x
GhaunadaurEHPAdj;Ghaunadauran;;;;;;;;;;;;;x
GhaunadaurAbyss;Juiblex;;;;;;;;;;;;;x
GhaunadaurAbyssAdj;Juiblexan;;;;;;;;;;;;;x
patron_kiaransalee;Kiaransaleen;;;;;;;;;;;;;x
patron_kiaransalee_desc;Kiaransalee the Revenancer is the drow goddess of vengeance and the undead. Though mad, she retains her cunning and long memory. Her faithful are organized in regimented cells with little contact with each other, and in drow society act as the main persecutors of escaped slaves.\n\n§RRival Deities§!: Eilistraee, Dumathoin, Kelemvor, [Root.JergalLoc], [Root.TalosLoc], Zinzerena, Callarduran Smoothhands, Great Mother\n§RRival Religions§!: Lolthite, Seldarine, Asathalfinare, Solipsist, Infernal, Abyssal, Entropist, Faithless;;;;;;;;;;;;;x
patron_selvetarm;Selvetarmite;;;;;;;;;;;;;x
patron_selvetarm_desc;Selvetarm is the deity of drow warriors and battle prowess. He was ruthless and violent, whose only concern was spreading war and destruction, to the point where he couldn't find beauty in anything but combat styles.\n\n§RRival Deities§!: Eilistraee, [Root.GhaunadaurLoc], [Root.SharessLoc], Vhaeraun, Ilsensine, Maanzecorian, [Root.TalosLoc], Zinzerena, Callarduran Smoothhands, Great Mother\n§RRival Religions§!: Seldarine, Asathalfinare, Solipsist, Quallith, Infernal, Abyssal, Entropist, Faithless;;;;;;;;;;;;;x
patron_vhaeraun;Vhaeraunan;;;;;;;;;;;;;x
patron_vhaeraun_desc;Vhaeraun, the Masked God of Night, is a drow deity of men, thievery, territory, shadow magic and who urges his followers to take territory in the surface. He also advocates for the value of drow men and that both them and drow women should be of equal stature. He fought Lolth at every turn, despising the infighting amonst the drow that she fostered.\n\n§RRival Deities§!: Cyrrollalee, Eilistraee, [Root.GhaunadaurLoc], [Root.SharessLoc], Ilsensine, Maanzecorian, [Root.TalosLoc], Zinzerena, Callarduran Smoothhands, Great Mother, Astilabor\n§RRival Religions§!: Seldarine, Asathalfinare, Lolthite, Infernal, Quallith, Solipsist, Abyssal, Entropist, Faithless;;;;;;;;;;;;;x
patron_abbathor;Abbathoran;;;;;;;;;;;;;x
patron_abbathor_desc;Abbathor is the dwarven god of greed, representing the darker side of the dwarven people. He seeks to subvert the entire dwarven way of life and urges his followers to take what they want regardless of consequences.\n\n§RRival Deities§!: Berronar Truesilver, Brandobaris, Clangeddin Silverbeard, Cyrrollalee, Dumathoin, Gorm Gulthyn, Haela Brightaxe, Moradin, Baervan Wildwanderer, Urogalan, Urdlen\n§RRival Religions§!: Orcish, Jotun, Goblinish, Golden, Infernal, Abyssal, Entropist, Faithless;;;;;;;;;;;;;x
patron_berronar_truesilver;Berronan;;;;;;;;;;;;;x
patron_berronar_truesilver_desc;Berronar is the matriarch of the dwarven pantheon and the goddess of safety, honesty, home, healing, dwarf families, records, marriage, faithfulness, loyalty and oaths. She is the wife of Moradin and sees as her duty to act as an authority figure for the dwarven gods.\n\n§RRival Deities§!: Abbathor, Urdlen\n§RRival Religions§!: Orcish, Jotun, Goblinish, Infernal, Abyssal, Entropist, Faithless;;;;;;;;;;;;;x
patron_clangeddin_silverbeard;Clangeddite;;;;;;;;;;;;;x
patron_clangeddin_silverbeard_desc;Clangeddin Silverbeard is the dwarven god of battle, war, valor, bravery and honor. He is also the foremost foe of giants amonst the dwarven gods. His faithful are quite popular with dwarves, thanks to their tireless efforts to defend them, but amongst other peoples they are often derided as berserkers.\n\n§RRival Deities§!: Abbathor, [Root.GaragosLoc], Urdlen\n§RRival Religions§!: Orcish, Jotun, Goblinish, Infernal, Abyssal, Entropist, Faithless;;;;;;;;;;;;;x
patron_dugmaren_brightmantle;Dugmarenite;;;;;;;;;;;;;x
patron_dugmaren_brightmantle_desc;Dugmaren Brightmantle the Errant Explorer is the god of scholarship, discory and invention and embodies the dwarven drive for progress despite their innate conservative tendencies. His faithful follow a doctrine of knowledge for its own sake, believing that no one piece of knowledge is more important than another.\n\n§RRival Deities§!: Gargauth, Ilsensine, Maanzecorian, Urdlen\n§RRival Religions§!: Orcish, Jotun, Goblinish, Quallith, Infernal, Abyssal, Entropist, Faithless;;;;;;;;;;;;;x
patron_dumathoin;Dumathan;;;;;;;;;;;;;x
patron_dumathoin_desc;Dumathoin is the dwarven god of buried wealth, ores, gems, mining, exploration, shield dwarves and is the guardian of the dwarven dead. This mute deity oversees the safety of miners and urges them to respect the earth while exploiting it. As the god of the dwarven dead, he also commands his followers to fight the undead.\n\n§RRival Deities§!: Abbathor, Kiaransalee, Urdlen\n§RRival Religions§!: Orcish, Jotun, Goblinish, Infernal, Abyssal, Entropist, Faithless;;;;;;;;;;;;;x
patron_gorm_gulthyn;Gormite;;;;;;;;;;;;;x
patron_gorm_gulthyn_desc;Gorm Gulthyn is the dwarven god of defense, wathfulness and is the guardian of all dwarves. He specifically protects dwarven settlements against the dangers of the Underdark. His faithful often organize the defense of communities, act as bodyguards and instruct other dwarves on the value of vigilance.\n\n§RRival Deities§!: Abbathor, Urdlen\n§RRival Religions§!: Orcish, Jotun, Goblinish, Infernal, Abyssal, Entropist, Faithless;;;;;;;;;;;;;x
patron_haela_brightaxe;Haelan;;;;;;;;;;;;;x
patron_haela_brightaxe_desc;Haela Brightaxe is the dwarven deity of both luck and joy in battle as well as dwarven fighters. She represents the martial spirit of dwarves and their joy at being in the thick of fighting. Her followers often seek out dangerous and powerful monsters to do battle with, and their goddess rewards those who take risks.\n\n§RRival Deities§!: Abbathor, Beshaba, Urdlen\n§RRival Religions§!: Orcish, Jotun, Goblinish, Infernal, Abyssal, Entropist, Faithless;;;;;;;;;;;;;x
patron_marthammor_duin;Marthammoran;;;;;;;;;;;;;x
patron_marthammor_duin_desc;Marthammor Duin is the dwarven god of guides, explorers, expatriates, travelers and lightning. He is almost gnome-like in personality, finding great wonder in the exploration of the surface world. His faithful are sometimes frowned upon by more conservative dwarves for their wanderings.\n\n§RRival Deities§!: Urdlen\n§RRival Religions§!: Orcish, Jotun, Goblinish, Infernal, Abyssal, Entropist, Faithless;;;;;;;;;;;;;x
patron_moradin;Moradite;;;;;;;;;;;;;x
patron_moradin_desc;Moradin the All-Father is the god of dwarves, creation, smithing, protection, metalcraft and stonework and is the patriarch of the dwarven pantheon. He is stern, gruff and uncompromising. He urges dwarves to innovate and improve while at the same time discouraging them from isolating themselves from the world.\n\n§RRival Deities§!: Abbathor, Urdlen\n§RRival Religions§!: Orcish, Jotun, Goblinish, Infernal, Abyssal, Entropist, Faithless;;;;;;;;;;;;;x
patron_sharindlar;Sharindlaran;;;;;;;;;;;;;x
patron_sharindlar_desc;Sharindlar is the dwarven goddess of healing, mercy, romance, fertility, dance, courtship and the moon. The clergy of Sharindlar, when not engaged in healing the sick of dwarven communities, often act as both instructors in proper courtship and even as matchmakers themselves.\n\n§RRival Deities§!: Urdlen\n§RRival Religions§!: Orcish, Jotun, Goblinish, Infernal, Abyssal, Entropist, Faithless;;;;;;;;;;;;;x
patron_vergadain;[Root.VergadainLocAdj];;;;;;;;;;;;;x
patron_vergadain_desc;[Root.VergadainLoc] is a god of wealth, luck, chance, nonevil thieves, suspicion, trickery, negotiation and cleverness. He represents the dedication to the art of the merchant. However, he also is the patron of the darker side of commerce, including illicit trades.\n\n§RRival Deities§!: Beshaba, [Root.SetLoc], Urdlen\n§RRival Religions§!: Orcish, Jotun, Goblinish, Infernal, Abyssal, Entropist, Faithless;;;;;;;;;;;;;x
VergadainDwarf;Vergadain;;;;;;;;;;;;;x
VergadainDwarfAdj;Vergadainan;;;;;;;;;;;;;x
VergadainMul;Bes;;;;;;;;;;;;;x
VergadainMulAdj;Besan;;;;;;;;;;;;;x
patron_aerdrie_faenya;Aerdrian;;;;;;;;;;;;;x
patron_aerdrie_faenya_desc;Aerdrie Faenya is the elven goddess of the sky, rain and fertility, and also the personal goddess of the Avariel. She was a free, chaotic and impulsive individual and was rather distant to the rest of the Seldarine.\n\n§RRival Deities§!: [Root.AurilLoc], [Root.TalosLoc], Umberlee, [Root.MalarLoc], [Root.GhaunadaurLoc], Vhaeraun, Kiaransalee, Selvetarm, Zinzerena, Auppenser\n§RRival Religions§!: Lolthite, Orcish, Goblinish, Infernal, Abyssal, Entropist, Faithless;;;;;;;;;;;;;x
patron_corellon_larethian;Corellite;;;;;;;;;;;;;x
patron_corellon_larethian_desc;Corellon Larethian is the deity of elves, their culture and their magic. He is said to have created the elves and often wanders Toril incognito in order to observe his people. While he shares in his race's pride, he was also willing to learn from others - including mortals.\n\n§RRival Deities§!: [Root.TalosLoc], Moander, [Root.MalarLoc], [Root.GhaunadaurLoc], Vhaeraun, Kiaransalee, Selvetarm, Zinzerena, Auppenser\n§RRival Religions§!: Lolthite, Orcish, Goblinish, Cyricist, Infernal, Abyssal, Entropist, Faithless;;;;;;;;;;;;;x
patron_erevan_ilesere;Erevanian;;;;;;;;;;;;;x
patron_erevan_ilesere_desc;Erevan Ilesere is the elven god of mischief, change and rogues. He is fickle and utterly unpredictable and rarely stays on a single task for too long. One of the few things can change this demeanor is if a weak sylvan or elven group is threatened.\n\n§RRival Deities§!: Beshaba, Mask, [Root.TalosLoc], [Root.MalarLoc], [Root.GhaunadaurLoc], Vhaeraun, Kiaransalee, Selvetarm, Zinzerena, Auppenser\n§RRival Religions§!: Lolthite, Orcish, Goblinish, Infernal, Abyssal, Entropist, Faithless;;;;;;;;;;;;;x
patron_fenmarel_mestarine;Fenmaren;;;;;;;;;;;;;x
patron_fenmarel_mestarine_desc;Fenmarel Mestarine is the elven god of outcasts, scapegoats, isolation, and green elves. He is something of an outsider in the Seldarine, compounded by him being sullen and shunning nonelves, even nonelven gods, entirely.\n\n§RRival Deities§!: [Root.TalosLoc], [Root.MalarLoc], [Root.GhaunadaurLoc], Vhaeraun, Kiaransalee, Selvetarm, Zinzerena, Auppenser\n§RRival Religions§!: Lolthite, Orcish, Goblinish, Infernal, Abyssal, Entropist, Faithless;;;;;;;;;;;;;x
patron_hanali_celanil;Hanalian;;;;;;;;;;;;;x
patron_hanali_celanil_desc;Hanali Celanil is the elven goddess of love, romance, beauty, enchantments, fine art and artists. She is a beign of timeless beauty and benign nature, and her only flaws are mild vanity and her flighty nature. She dlights in spreading love amongst elves.\n\n§RRival Deities§!: Bane, Iyachtu Xvim, Moander, Shar, Talona, [Root.TalosLoc], [Root.AurilLoc], Umberlee, [Root.MalarLoc], [Root.GhaunadaurLoc], Vhaeraun, Kiaransalee, Selvetarm, Zinzerena, Auppenser\n§RRival Religions§!: Lolthite, Orcish, Goblinish, Cyricist, Infernal, Abyssal, Entropist, Faithless;;;;;;;;;;;;;x
patron_labelas_enoreth;[Root.LabelasLocAdj];;;;;;;;;;;;;x
patron_labelas_enoreth_desc;[Root.LabelasLoc] is the a god of time, longevity and history. They're a philosopher deity, calm and meditative, and not given to sudden action or hasty speech. As such, they rarely intervene in mortal affairs, though their followers are highly organized and maintain the records of elvenkind. \n\n§RRival Deities§!: [Root.MyrkulLoc], Velsharoon, [Root.TalosLoc], [Root.MalarLoc], [Root.GhaunadaurLoc], Vhaeraun, Kiaransalee, Selvetarm, Zinzerena, Auppenser\n§RRival Religions§!: Lolthite, Orcish, Goblinish, Infernal, Abyssal, Entropist, Faithless;;;;;;;;;;;;;x
LabelasElf;Labelas Enoreth;;;;;;;;;;;;;x
LabelasElfAdj;Labelasan;;;;;;;;;;;;;x
LabelasYuir;Simbul;;;;;;;;;;;;;x
LabelasYuirAdj;Simbulan;;;;;;;;;;;;;x
patron_rillifane_rallathil;[Root.RillifaneLocAdj];;;;;;;;;;;;;x
patron_rillifane_rallathil_desc;[RillifaneLoc] is the quiet, reflective god of woodlands, nature, green elves and druids. He is the least flightly of all elven deities and least likely to act on whim alone. The Leaflord is a protector of the woodlands and guardian of nature.\n\n§RRival Deities§!: Moander, [Root.TalosLoc], [Root.MalarLoc], [Root.GhaunadaurLoc], Vhaeraun, Kiaransalee, Selvetarm, Zinzerena, Auppenser\n§RRival Religions§!: Lolthite, Orcish, Goblinish, Infernal, Abyssal, Entropist, Faithless;;;;;;;;;;;;;x
RillifaneElf;Rillifane Rallathil;;;;;;;;;;;;;x
RillifaneElfAdj;Rillifanean;;;;;;;;;;;;;x
RillifaneYuir;Relkath;;;;;;;;;;;;;x
RillifaneYuirAdj;Relkathan;;;;;;;;;;;;;x
patron_sehanine_moonbow;Sehanite;;;;;;;;;;;;;x
patron_sehanine_moonbow_desc;Sehanine Moonbow is the elven deity of mysticism, dreams, death, transcendence, the moon, the stars and moon elves. She is not particularly active in Toril aside from weaving illusions around elven sanctuaries.\n\n§RRival Deities§!: [Root.MyrkulLoc], Shar, [Root.TalosLoc], [Root.AurilLoc], Umberlee, Velsharoon, [Root.MalarLoc], [Root.GhaunadaurLoc], Vhaeraun, Kiaransalee, Selvetarm, Zinzerena, Auppenser\n§RRival Religions§!: Lolthite, Orcish, Goblinish, Cyricist, Infernal, Abyssal, Entropist, Faithless;;;;;;;;;;;;;x
patron_shevarash;[Root.ShevarashLocAdj];;;;;;;;;;;;;x
patron_shevarash_desc;[Root.ShevarashLoc] is the elven god of vengeance, loss and hatred against the drow. [Root.ShevarashLoc] is taciturn, violent and consumed by bitterness and revenge. The Black Archer cares only for vengeance and has little patience for those gods who will not aid in the goal.\n\n§RRival Deities§!: Ilsensine, Maanzecorian, [Root.TalosLoc], [Root.MalarLoc], [Root.GhaunadaurLoc], Vhaeraun, Kiaransalee, Selvetarm, Zinzerena, Auppenser\n§RRival Religions§!: Lolthite, Orcish, Goblinish, Quallith, Infernal, Abyssal, Entropist, Faithless;;;;;;;;;;;;;x
ShevarashElf;Shevarash;;;;;;;;;;;;;x
ShevarashElfAdj;Shevarashan;;;;;;;;;;;;;x
ShevarashYuir;Elikarashae;;;;;;;;;;;;;x
ShevarashYuirAdj;Elikarashaean;;;;;;;;;;;;;x
patron_solonor_thelandira;Solonoran;;;;;;;;;;;;;x
patron_solonor_thelandira_desc;Solonor Thelandira is the elven god of archery, hunting and wilderness survival. Though a hunter, he does not hunt for sport, but when it is needed to maintain nature's balance.\n\n§RRival Deities§!: [Root.BhaalLoc], Moander, [Root.TalosLoc], [Root.MalarLoc], [Root.GhaunadaurLoc], Vhaeraun, Kiaransalee, Selvetarm, Zinzerena, Auppenser\n§RRival Religions§!: Lolthite, Orcish, Goblinish, Infernal, Abyssal, Entropist, Faithless;;;;;;;;;;;;;x
patron_baervan_wildwanderer;Baervanian;;;;;;;;;;;;;x
patron_baervan_wildwanderer_desc;Baervan Wildwanderer is the gnome god of travel, nature, and forest gnomes. He is gentle, good-natured and his propensity for mischief rivals that of Garl Glittergold. His followers are mostly concerned with protecting nature and tracking down evil monsters.\n\n§RRival Deities§!: [Root.MalarLoc], Urdlen, Abbathor, Kurtulmak\n§RRival Religions§!: Orcish, Goblinish, Infernal, Abyssal, Entropist, Faithless;;;;;;;;;;;;;x
patron_baravar_cloakshadow;Baravarian;;;;;;;;;;;;;x
patron_baravar_cloakshadow_desc;Baravar Cloakshadow is the gnome god of illusions, deceptions, traps and wards. He is vindictive and believes in striking first against those who might threaten the gnomish people.\n\n§RRival Deities§!: Mask, Urdlen, Astilabor, Abbathor, Kurtulmak\n§RRival Religions§!: Orcish, Goblinish, Cyricist, Infernal, Abyssal, Entropist, Faithless;;;;;;;;;;;;;x
patron_callarduran_smoothhands;Callardurian;;;;;;;;;;;;;x
patron_callarduran_smoothhands_desc;Callarduran Smoothhands is the gnome deity of stone, the deep earth and the Underdark. He is the patron god of the svirfneblin and, unlike most Underdark gods, is not an outcast.\n\n§RRival Deities§!: Ilsensine, Maanzecorian, Urdlen, [Root.GhaunadaurLoc], Kiaransalee, Selvetarm, Zinzerena, Vhaeraun, [Root.TalosLoc], Great Mother, Abbathor, Kurtulmak\n§RRival Religions§!: Orcish, Goblinish, Lolthite, Infernal, Quallith, Solipsist, Abyssal, Entropist, Faithless;;;;;;;;;;;;;x
patron_flandal_steelskin;Flandalian;;;;;;;;;;;;;x
patron_flandal_steelskin_desc;Flandal Steelskin is the gnome god of mining, physical fitness, smithing and metalworking. He is the patron of gnome miners, artisans, craftsmen and all smiths. He is also venerated by a large number of warriors, especially in his aspect as god of armourers.\n\n§RRival Deities§!: Urdlen, Abbathor, Kurtulmak\n§RRival Religions§!: Orcish, Goblinish, Infernal, Abyssal, Entropist, Faithless;;;;;;;;;;;;;x
patron_gaerdal_ironhand;Gaerdalian;;;;;;;;;;;;;x
patron_gaerdal_ironhand_desc;Gaerdal Ironhand is the gnome deity of vigilance, combat and martial defense. As such, he is the most martial-oriented god of the gnome panthon. His serious nature garners him sober respect rather than the gentle affection that is granted to the other deities of his pantheon.\n\n§RRival Deities§!: Urdlen, Abbathor, Kurtulmak\n§RRival Religions§!: Orcish, Goblinish, Infernal, Abyssal, Entropist, Faithless;;;;;;;;;;;;;x
patron_garl_glittergold;Garlian;;;;;;;;;;;;;x
patron_garl_glittergold_desc;Garl Glittergold is the gnome god of protection, humour, trickery, gemcutting and of gnomes in general. He is the leader of the Lords of the Golden Hills and is a notorious joker and prankster.\n\n§RRival Deities§!: Urdlen, Abbathor, Kurtulmak\n§RRival Religions§!: Orcish, Goblinish, Infernal, Abyssal, Entropist, Faithless;;;;;;;;;;;;;x
patron_segojan_earthcaller;Segojian;;;;;;;;;;;;;x
patron_segojan_earthcaller_desc;Segojan Earthcaller is the gnome god of earth, nature, the dead and rock gnomes. He is a friend of all living animals and his primary concern is with the wellbeign of the cretures who dwell within and burrow through the earth, though he has also taken responsability for the gnome dead.\n\n§RRival Deities§!: [Root.MyrkulLoc], Urdlen, Abbathor, Kurtulmak\n§RRival Religions§!: Orcish, Goblinish, Cyricist, Infernal, Abyssal, Entropist, Faithless;;;;;;;;;;;;;x
patron_urdlen;Urdlenian;;;;;;;;;;;;;x
patron_urdlen_desc;Urdlen is the gnome deity of greed, bloodlust, evil, hatred and uncontrolled impulses. They are a neuter and genderless beign, and is the embodiment of the evil that might overtake some gnomes.\n\n§RRival Deities§!: [Root.GrumbarLoc], Baervan Wildwanderer, Baravar Cloakshadow, Callarduran Smoothhands, Flandal Steelskin, Gaerdal Ironhand, Garl Glittergold, Segojan Earthcaller, Thard Harr, Kurtulmak\n§RRival Religions§!: Orcish, Goblinish, Morndinsamman, Yondallan, Infernal, Abyssal, Entropist, Faithless;;;;;;;;;;;;;x
patron_arvoreen;Arvoreenan;;;;;;;;;;;;;x
patron_arvoreen_desc;Arvoreen is the halfling god of martial defense, war, vigilance, duty and warriors. He is the nearest thing to a war god the peaceful halflings have, and his followers oversee the protection of halfling lands and communities from incursions.\n\n§RRival Deities§!: Bane, Iyachtu Xvim, [Root.BhaalLoc], Talona, [Root.TalosLoc], [Root.AurilLoc], [Root.MalarLoc], Umberlee, Moander, Urdlen\n§RRival Religions§!: Orcish, Goblinish, Cyricist, Infernal, Abyssal, Entropist, Faithless;;;;;;;;;;;;;x
patron_brandobaris;Brandobarian;;;;;;;;;;;;;x
patron_brandobaris_desc;Brandobaris is the halfling god of stealth, thievery, adventuring and rogues. He has countless tales of wild exploits attributed to him, and has a rather large following amongst halfling adventurers.\n\n§RRival Deities§!: Abbathor, Beshaba, Astilabor, Urdlen\n§RRival Religions§!: Orcish, Goblinish, Infernal, Abyssal, Entropist, Faithless;;;;;;;;;;;;;x
patron_cyrrollalee;Cyrrollaleen;;;;;;;;;;;;;x
patron_cyrrollalee_desc;Cyrrollalee is the halfling goddess of friendship, trust, home, hearth, honesty, hospitality and crafts. She oversees the mundane and routine aspects of halfling home life and urges the race to not become xenophobic.\n\n§RRival Deities§!: Abbathor, Leira, Mask, Talona, [Root.TalosLoc], [Root.AurilLoc], [Root.MalarLoc], Umberlee, Vhaeraun, Urdlen\n§RRival Religions§!: Orcish, Goblinish, Cyricist, Infernal, Abyssal, Entropist, Faithless;;;;;;;;;;;;;x
patron_sheela_peryroyl;Sheelite;;;;;;;;;;;;;x
