#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;x
###BOOKMARKS;;;;;;;;;;;;x
ERA_CHAR_NAME_ILSEVELE;Ilsevele Miritar;;;;;;;;;;;x
#
subterranean;Subterranean;;;;;;;;;;;x
defenderbonus_subterranean;Subterranean;;;;;;;;;;;x
glacier;Glacier;;;;;;;;;;;x
defenderbonus_glacier;Glacier;;;;;;;;;;;x
coastal;Coastal;;;;;;;;;;;x
defenderbonus_marsh;Marsh;;;;;;;;;;;x
###REGIONS;;;;;;;;;;;;x
evereska_region;Evereska;;;;;;;;;;;x
backlands_region;Backlands;;;;;;;;;;;x
great_amber_steppes_region;Great Amber Steppes;;;;;;;;;;;x
chondalwood_region;Chondalwood;;;;;;;;;;;x
silver_marches_region;The Silver Marches;;;;;;;;;;;x
icewind_dale_region;Icewind Dale;;;;;;;;;;;x
savage_frontier_region;The Savage Frontier;;;;;;;;;;;x
high_forest_region;High Forest;;;;;;;;;;;x
frost_hills_region;Frost Hills;;;;;;;;;;;x
sword_coast_north_region;Sword Coast North;;;;;;;;;;;x
sword_coast_region;The Sword Coast;;;;;;;;;;;x
northwest_faerun_region;Northwest Faerûn;;;;;;;;;;;x
southeast_faerun_region;Southeast Faerûn;;;;;;;;;;;x
south_faerun_region;South Faerûn;;;;;;;;;;;x
amn_region;Amn;;;;;;;;;;;x
tethyr_region;Tethyr;;;;;;;;;;;x
erlkazar_region;Erlkazar;;;;;;;;;;;x
calimshan_region;Calimshan;;;;;;;;;;;x
wealdath_region;Wealdath;;;;;;;;;;;x
lands_of_intrigue_region;The Lands of Intrigue;;;;;;;;;;;x
cormyr_region;Cormyr;;;;;;;;;;;x
sembia_region;Sembia;;;;;;;;;;;x
dragon_coast_region;The Dragon Coast;;;;;;;;;;;x
chondath_region;Chondath;;;;;;;;;;;x
sespech_region;Sespech;;;;;;;;;;;x
turmish_region;Turmish;;;;;;;;;;;x
vilhon_reach_region;The Vilhon Reach;;;;;;;;;;;x
interior_faerun_region;Interior Faerûn;;;;;;;;;;;x
aglarond_region;Aglarond;;;;;;;;;;;x
chessenta_region;Chessenta;;;;;;;;;;;x
dalelands_region;The Dalelands;;;;;;;;;;;x
impiltur_region;Impiltur;;;;;;;;;;;x
mulhorand_region;Mulhorand;;;;;;;;;;;x
thay_plateau_region;Plateau of Thay;;;;;;;;;;;x
thay_coast_region;Coasts of Thay;;;;;;;;;;;x
thay_swamp_region;Swamps of Thay;;;;;;;;;;;x
thay_region;Thay;;;;;;;;;;;x
vilhon_coast_region;Vilhon Coast;;;;;;;;;;;x
thesk_region;Thesk;;;;;;;;;;;x
unther_region;Unther;;;;;;;;;;;x
the_vast_region;The Vast;;;;;;;;;;;x
cormanthor_region;Cormanthor;;;;;;;;;;;x
moonsea_region;The Moonsea;;;;;;;;;;;x
great_dale_region;The Great Dale;;;;;;;;;;;x
sea_of_fallen_stars_region;The Sea of Fallen Stars;;;;;;;;;;;x
rashemen_region;Rashemen;;;;;;;;;;;x
narfell_region;Narfell;;;;;;;;;;;x
vaasa_region;Vassa;;;;;;;;;;;x
damara_region;Damara;;;;;;;;;;;x
tortured_lands_region;The Tortured Lands;;;;;;;;;;;x
cold_lands_region;The Cold Lands;;;;;;;;;;;x
khassidi_region;Khassidi;;;;;;;;;;;x
oigur_region;Oigur;;;;;;;;;;;x
quirish_region;Quirish;;;;;;;;;;;x
fankiang_region;Fankiang;;;;;;;;;;;x
pazruki_region;Pazruki;;;;;;;;;;;x
tuigan_region;Tuigan;;;;;;;;;;;x
gur_region;Gur;;;;;;;;;;;x
katakoro_plateau_region;The Katakoro Plateau;;;;;;;;;;;x
ra_khati_region;Ra-Khati;;;;;;;;;;;x
naican_region;Naican;;;;;;;;;;;x
commani_region;Commani;;;;;;;;;;;x
shalhoond_region;Shalhoond;;;;;;;;;;;x
semphar_region;Semphar;;;;;;;;;;;x
murghom_region;Murghom;;;;;;;;;;;x
songfarla_region;Songfarla;;;;;;;;;;;x
shamlaba_region;Shamlaba;;;;;;;;;;;x
zamogedi_region;Zamogedi;;;;;;;;;;;x
khazari_region;Khazari;;;;;;;;;;;x
hordelands_region;The Hordelands;;;;;;;;;;;x
western_shaar_region;The Western Shaar;;;;;;;;;;;x
eastern_shaar_region;The Eastern Shaar;;;;;;;;;;;x
great_rift_region;The Great Rift;;;;;;;;;;;x
lake_of_steam_region;The Lake of Steam;;;;;;;;;;;x
the_shaar_region;The Shaar;;;;;;;;;;;x
halruaa_region;Halruaa;;;;;;;;;;;x
lapaliiya_region;Lapaliiya;;;;;;;;;;;x
mhair_region;Mhair;;;;;;;;;;;x
chult_region;Chult;;;;;;;;;;;x
samarach_region;Samarach;;;;;;;;;;;x
thindol_region;Thindol;;;;;;;;;;;x
tashalar_region;Tashalar;;;;;;;;;;;x
chultan_peninsula_region;The Chultan Peninsula;;;;;;;;;;;x
estagund_region;Estagund;;;;;;;;;;;x
durpar_region;Durpar;;;;;;;;;;;x
var_region;Var;;;;;;;;;;;x
dambrath_region;Dambrath;;;;;;;;;;;x
the_shining_lands_region;The Shining Lands;;;;;;;;;;;x
ulgarth_region;Ulgarth;;;;;;;;;;;x
veldorn_region;Veldorn;;;;;;;;;;;x
luiren_region;Luiren;;;;;;;;;;;x
utter_east_region;The Utter East;;;;;;;;;;;x
cities_of_the_north_region;The Cities of the North;;;;;;;;;;;x
the_anvil_region;The Anvil;;;;;;;;;;;x
haunted_lands_region;The Haunted Lands;;;;;;;;;;;x
yikarian_empire_region;The Yikarian Empire;;;;;;;;;;;x
corsair_domains_region;The Corsair Domains;;;;;;;;;;;x
northern_zakhara_region;Northern Zakhara;;;;;;;;;;;x
the_heart_region;The Heart;;;;;;;;;;;x
the_league_region;The League;;;;;;;;;;;x
the_pearls_region;The Pearls;;;;;;;;;;;x
cities_ancients_region;Cities of the Ancients;;;;;;;;;;;x
salt_jungle_region;Salt Jungle;;;;;;;;;;;x
the_old_kingdoms_region;The Old Kingdoms;;;;;;;;;;;x
akotan_sea_region;Akotan Sea;;;;;;;;;;;x
crowded_sea_region;Crowded Sea;;;;;;;;;;;x
southern_zakhara_region;Southern Zakhara;;;;;;;;;;;x
zakhara_region;Zakhara;;;;;;;;;;;x
moonshae_region;The Moonshae Isles;;;;;;;;;;;x
frozenfar_region;The Frozenfar;;;;;;;;;;;x
trackless_sea_region;The Trackless Sea;;;;;;;;;;;x
lantan_region;Lantan;;;;;;;;;;;x
shining_sea_region;The Shining Sea;;;;;;;;;;;x
nimbral_region;Nimbral;;;;;;;;;;;x
great_sea_region;The Great Sea;;;;;;;;;;;x
custom_historical_plague_free_zone;Custom Historical Plague Free Zone;;;;;;;;;;;x
ama_region;Ama;;;;;;;;;;;x
kara_tur_region;Kara-Tur;;;;;;;;;;;x
horse_plains_region;Horse Plains;;;;;;;;;;;x
quoya_desert_region;Quoya Desert;;;;;;;;;;;x
shou_lung_region;Shou Lung;;;;;;;;;;;x
dry_steppes_region;Dry Steppes;;;;;;;;;;;x
the_endless_wastes_region;The Endless Wastes;;;;;;;;;;;x
sossal_region;Sossal;;;;;;;;;;;x
bloodstone_lands_region;Bloodstone Lands;;;;;;;;;;;x
sea_fallen_stars_region;Sea of Fallen Stars;;;;;;;;;;;x
western_heartlands_region;Western Heartlands;;;;;;;;;;;x
tabot_region;Tabot;;;;;;;;;;;x
salju_shan_region;Salju Shan;;;;;;;;;;;x
evermeet_region;Evermeet;;;;;;;;;;;x
sword_coast_south_region;Sword Coast South;;;;;;;;;;;x
upper_anauroch_region;Upper Anauroch;;;;;;;;;;;x
lower_anauroch_region;Lower Anauroch;;;;;;;;;;;x
anauroch_region;Anauroch;;;;;;;;;;;x
pelvuria_region;Pelvuria;;;;;;;;;;;x
underdark_region;Underdark;;;;;;;;;;;x
northern_heartlands_region;Northern Heartlands;;;;;;;;;;;x
southern_heartlands_region;Southern Heartlands;;;;;;;;;;;x
troll_mountains_region;Troll Mountains;;;;;;;;;;;x
amtar_region;Forest of Amtar;;;;;;;;;;;x
seros_region;Seros;;;;;;;;;;;x
yehimal_region;Yehimal;;;;;;;;;;;x
segara_sea_region;Segara Sea;;;;;;;;;;;x
ride_region;The Ride;;;;;;;;;;;x
land_of_the_lions_region;Land of the Lions;;;;;;;;;;;x
giantspire_mountains_region;Giantspire Mountains;;;;;;;;;;;x
faerun_region;Faerûn;;;;;;;;;;;x
shining_plains_region;Shining Plains;;;;;;;;;;;x
blade_kingdoms_region;Blade Kingdoms;;;;;;;;;;;x
greater_unther_region;Greater Unther;;;;;;;;;;;x
greater_mulhorand_region;Greater Mulhorand;;;;;;;;;;;x
old_empires_region;Old Empires;;;;;;;;;;;x
thesk_region;Thesk;;;;;;;;;;;x
ashanath_region;Ashanath;;;;;;;;;;;x
great_dale_region;Great Dale;;;;;;;;;;;x
lake_ashane_region;Lake Ashane;;;;;;;;;;;x
easting_reach_region;Easting Reach;;;;;;;;;;;x
unapproachable_east_region;Unapproachable East;;;;;;;;;;;x
eastern_heartlands_region;Eastern Heartlands;;;;;;;;;;;x
fallen_stars_islands_region;Islands of the Fallen Stars;;;;;;;;;;;x
heartlands_region;Heartlands;;;;;;;;;;;x
dusk_ports_region;Dusk Ports;;;;;;;;;;;x
gontal_region;Gontal;;;;;;;;;;;x
melabrauth_region;Melabrauth;;;;;;;;;;;x
fimbrul_region;Fimbrul;;;;;;;;;;;x
relmaur_region;Relmaur;;;;;;;;;;;x
skelkor_region;Skelkor;;;;;;;;;;;x
eskorn_region;Eskorn;;;;;;;;;;;x
sword_lands_region;Sword Lands;;;;;;;;;;;x
windrise_ports_region;Windrise Ports;;;;;;;;;;;x
west_laerakond_region;West Laerakond;;;;;;;;;;;x
north_laerakond_region;North Laerakond;;;;;;;;;;;x
east_laerakond_region;East Laerakond;;;;;;;;;;;x
fallen_lands_region;Fallen Lands;;;;;;;;;;;x
anok_imaskar_region;Old Anok-Imaskar;;;;;;;;;;;x
shoon_region;Old Shoon Imperium;;;;;;;;;;;x
north_faerun_region;North Faerûn;;;;;;;;;;;x
east_faerun_region;East Faerûn;;;;;;;;;;;x
bharyar_region;Bharyar;;;;;;;;;;;x
custom_seros_invasion_target_region;Seros Invasion Target;;;;;;;;;;;x
custom_center_edge_of_map;Sea of Fallen Stars Isles;;;;;;;;;;;x
custom_center_access;Seros Access;;;;;;;;;;;x
###TRADE ROUTES;;;;;;;;;;;;x
sword_coast_way;Sword Coast Way;;;;;;;;;;;x
sword_coast_way_province_desc;Can only build §YSword Coast Way Trade Posts§! in certain Counties along the §YSword Coast Way§!. Open the §YTrade Zones Mapmode§! to see valid Counties;;;;;;;;;x
golden_waters;Golden Waters;;;;;;;;;;;x
golden_waters_province_desc;Can only build §YGolden Waters Trade Posts§! in certain Counties along the §YGolden Waters§!. Open the §YTrade Zones Mapmode§! to see valid Counties;;;;;;;;;x
spice_road;Spice Road;;;;;;;;;;;x
spice_road_province_desc;Can only build §YSpice Road Trade Posts§! in certain Counties along the §YSpice Road§!. Open the §YTrade Zones Mapmode§! to see valid Counties;;;;;;;;;x
black_road;Black Road;;;;;;;;;;;x
black_road_province_desc;Can only build §YBlack Road Trade Posts§! in certain Counties along the §YBlack Road§!. Open the §YTrade Zones Mapmode§! to see valid Counties;;;;;;;;;x
sea_fallen_stars_route;Sea of the Fallen Stars Way;;;;;;;;;;;x
sea_fallen_stars_route_province_desc;Can only build §YSea of the Fallen Stars Trade Posts§! in certain Counties along the §YSea of the Fallen Stars Way§!. Open the §YTrade Zones Mapmode§! to see valid Counties;;;;;;;;;x
###MODIFIERS;;;;;;;;;;;;x
triadic_opinion;Triadic Opinion;;;;;;;;;;;x
arcane_opinion;Arcane Opinion;;;;;;;;;;;x
rasallesian_opinion;Rasallesian Opinion;;;;;;;;;;;x
chessic_opinion;Chessic Opinion;;;;;;;;;;;x
mercantile_opinion;Mercantile Opinion;;;;;;;;;;;x
inventive_opinion;Inventive Opinion;;;;;;;;;;;x
joyful_opinion;Joyful Opinion;;;;;;;;;;;x
calishite_faith_opinion;Calishite Opinion;;;;;;;;;;;x
lapal_opinion;Lapal Opinion;;;;;;;;;;;x
chauntean_faith_opinion;Chauntean Opinion;;;;;;;;;;;x
mulhorandi_faith_opinion;Mulhorandi Opinion;;;;;;;;;;;x
untheric_faith_opinion;Untheric Opinion;;;;;;;;;;;x
halfling_pantheon_opinion;Halfling Pantheon Opinion;;;;;;;;;;;x
solar_opinion;Solar Opinion;;;;;;;;;;;x
deities_of_fury_opinion;Furious Opinion;;;;;;;;;;;x
natural_opinion;Natural Opinion;;;;;;;;;;;x
kossuth_opinion;Kossuthan Opinion;;;;;;;;;;;x
geomancy_opinion;Geomantic Opinion;;;;;;;;;;;x
primordial_opinion;Primordial Opinion;;;;;;;;;;;x
tuigan_shamanism_opinion;Tuigan Opinion;;;;;;;;;;;x
uthgardt_faith_opinion;Uthgardt Opinion;;;;;;;;;;;x
martial_faith_opinion;Martial Opinion;;;;;;;;;;;x
dead_three_opinion;Triumvir Opinion;;;;;;;;;;;x
shadow_gods_opinion;Shadowed Opinion;;;;;;;;;;;x
ghaunadaur_opinion;Ghaunadan Opinion;;;;;;;;;;;x
loviatar_opinion;Loviatan Opinion;;;;;;;;;;;x
church_of_cyric_opinion;Cyricist Opinion;;;;;;;;;;;x
abyssal_cult_opinion;Abyssal Opinion;;;;;;;;;;;x
infernal_opinion;Infernal Opinion;;;;;;;;;;;x
scale_cult_opinion;Scaled Opinion;;;;;;;;;;;x
thasmudyanic_opinion;Thasmudyanic Opinion;;;;;;;;;;;x
ten_thousand_gods_opinion;Myriadic Opinion;;;;;;;;;;;x
qisma_opinion;Qisma'ite Opinion;;;;;;;;;;;x
pantheist_league_opinion;Pantheist Opinion;;;;;;;;;;;x
muhjari_opinion;Muhjari Opinion;;;;;;;;;;;x
kahin_opinion;Kahin Opinion;;;;;;;;;;;x
padhran_opinion;Padhran Opinion;;;;;;;;;;;x
the_path_opinion;Shou-ling Opinion;;;;;;;;;;;x
chung_tao_opinion;Chung Tao Opinion;;;;;;;;;;;x
nine_travelers_opinion;Traveler Opinion;;;;;;;;;;;x
adama_opinion;Adama Opinion;;;;;;;;;;;x
elven_pantheon_opinion;Seldarine Opinion;;;;;;;;;;;x
asathalfinare_opinion;Asathalfinare Opinion;;;;;;;;;;;x
eilistraee_opinion;Eilistraeean Opinion;;;;;;;;;;;x
lolth_cult_opinion;Lolthite Opinion;;;;;;;;;;;x
vhaeraun_opinion;Vhaeraunan Opinion;;;;;;;;;;;x
kiaransalee_opinion;Kiaransaleen Opinion;;;;;;;;;;;x
laduguer_opinion;Ladugueran Opinion;;;;;;;;;;;x
gnome_pantheon_opinion;Gnome Pantheon Opinion;;;;;;;;;;;x
urdlen_opinion;Urdlenian Opinion;;;;;;;;;;;x
giant_pantheon_opinion;Giant Pantheon Opinion;;;;;;;;;;;x
vaprak_opinion;Vaprakan Opinion;;;;;;;;;;;x
goblin_pantheon_opinion;Goblinish Opinion;;;;;;;;;;;x
monster_pantheon_opinion;Monstrous Opinion;;;;;;;;;;;x
draconic_pantheon_opinion;Draconic Opinion;;;;;;;;;;;x
tiamat_opinion;[Root.TiamatLocAdj] Opinion;;;;;;;;;;;x
bahamut_opinion;[Root.BahamutLocAdj] Opinion;;;;;;;;;;;x
faithless_opinion;Faithless Opinion;;;;;;;;;;;x
entropy_opinion;Entropist Opinion;;;;;;;;;;;x
blue_flame_opinion;Azure Opinion;;;;;;;;;;;x
faceless_opinion;Faceless Opinion;;;;;;;;;;;x
beholder_pantheon_opinion;Solipsist Opinion;;;;;;;;;;;x
illithid_pantheon_opinion;Qualith Opinion;;;;;;;;;;;x
good_human_pantheon_group_opinion;Estelar Opinion;;;;;;;;;;;x
evil_human_pantheon_group_opinion;Stygian Opinion;;;;;;;;;;;x
elven_pantheon_group_opinion;Elven Pantheon Opinion;;;;;;;;;;;x
dwarven_pantheon_group_opinion;Dwarven Pantheon Opinion;;;;;;;;;;;x
karaturan_group_opinion;Kara-Turan Opinion;;;;;;;;;;;x
wild_human_pantheon_group_opinion;Primal Gods Opinion;;;;;;;;;;;x
patron_mystra_opinion;[Root.MystraLocAdj] Opinion;;;;;;;;;;;x
opinion_of_patron_mystra;Opinion of [Root.MystraLocAdj];;;;;;;;;;;x
opinion_of_patron_tiamat;Opinion of [Root.TiamatLocAdj];;;;;;;;;;;x
patron_tiamat_opinion;[Root.TiamatLocAdj] Opinion;;;;;;;;;;;x
humanoid_group_opinion;Acherontian Opinion;;;;;;;;;;;x
patron_malar_opinion;[Root.MalarLocAdj] Opinion;;;;;;;;;;;x
patron_selune_opinion;[Root.SeluneLocAdj] Opinion;;;;;;;;;;;x
patron_sebek_opinion;[Root.SebekLocAdj] Opinion;;;;;;;;;;;x
dark_elf_group_opinion;Dark Elf Opinion;;;;;;;;;;;x
giant_group_opinion;Giant Opinion;;;;;;;;;;;x
giantkin_group_opinion;Giantkin Opinion;;;;;;;;;;;x
orc_group_opinion;Orc Opinion;;;;;;;;;;;x
patron_kossuth_opinion;Kossuthan Opinion;;;;;;;;;;;x
opinion_of_patron_kossuth;Opinion of Kossuthan;;;;;;;;;;;x
gith_group_opinion;Gith Opinion;;;;;;;;;;;x
patron_bane_opinion;Banite Opinion;;;;;;;;;;;x
opinion_of_patron_bane;Opinion of Banite;;;;;;;;;;;x
tuigan_opinion;Tuigan Opinion;;;;;;;;;;;x
patron_mask_opinion;Maskarran Opinion;;;;;;;;;;;x
opinion_of_patron_mask;Opinion of Maskarran;;;;;;;;;;;x
patron_sseth_opinion;Ssethssar Opinion;;;;;;;;;;;x
opinion_of_patron_sseth;Opinion of Ssethssar;;;;;;;;;;;x
###OBJECTIVES;;;;;;;;;;;;x
focus_rogue_title;Rogue;;;;;;;;;;;x
focus_rogue_desc;blah;;;;;;;;;;;x
focus_druid_title;Druid;;;;;;;;;;;x
focus_druid_desc;blah;;;;;;;;;;;x
focus_paladin_title;Paladin;;;;;;;;;;;x
focus_paladin_desc;blah;;;;;;;;;;;x
focus_cleric_title;Cleric;;;;;;;;;;;x
focus_cleric_desc;blah;;;;;;;;;;;x
focus_wizardry_title;Wizard;;;;;;;;;;;x
focus_wizardry_desc;blah;;;;;;;;;;;x
focus_bard_title;Bard;;;;;;;;;;;x
focus_bard_desc;blah;;;;;;;;;;;x
focus_monk_title;Monk;;;;;;;;;;;x
focus_monk_desc;blah;;;;;;;;;;;x
focus_sorcerer_title;Sorcerer;;;;;;;;;;;x
focus_sorcerer_desc;blah;;;;;;;;;;;x
focus_warlock_title;Warlock;;;;;;;;;;;x
focus_warlock_desc;blah;;;;;;;;;;;x
focus_shadow_title;Shadow;;;;;;;;;;;x
focus_shadow_desc;blah;;;;;;;;;;;x
focus_assassin_title;Assassin;;;;;;;;;;;x
focus_assassin_desc;blah;;;;;;;;;;;x
focus_fighter_title;Fighter;;;;;;;;;;;x
focus_fighter_desc;blah;;;;;;;;;;;x
focus_barbarian_title;Barbarian;;;;;;;;;;;x
focus_barbarian_desc;blah;;;;;;;;;;;x
focus_ranger_title;Ranger;;;;;;;;;;;x
focus_ranger_desc;blah;;;;;;;;;;;x
###OPINIONS;;;;;;;;;;;;x
vampiric_thrall;Enthralled;;;;;;;;;;;x
vampiric_sire;Sired Me;;;;;;;;;;;x
vampiric_progeny;My Progeny;;;;;;;;;;;x
accepted_vampirism;Shared Secret;;;;;;;;;;;x
foul_undead;Foul Undead;;;;;;;;;;;x
tribal_governments_FEATURES;§Y*§! Can reform to Feudal, Commonwealth, Theocratic, Enlightened and Merchant Republic governments;;;;;;;;;;;;;x
brolkchant_bloodline;Brolkchant Lineage;;;;;;;;;;;x
brolkchant_bloodline_desc;One of the ruling families of Chessenta - based in Soorenar - House Brolkchant aided the rebellion of the city states of Chessenta from the rule of the Untheric Empire.;;;;;;;;;;;x
