#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
###Nomadic Tribal Localization###;;;;;;;;;;;;x
fr_prepared_invasion_desc.16g;With the death of [From.GetTitledName] goes the threat of invasion, for now.;;;;;;;;;;;;;x
fr_prepared_invasion_desc.17a;End of an Invasion;;;;;;;;;;;;;x
fr_prepared_invasion_desc.17b;Pre-emptive hostilities with [prep_invader_target.GetTitledName] has disrupted the flow of warriors and arms into your staging grounds. Many of the warriors, carried away by the atmosphere, have staged disorganised raids on their own and have lost contact with the main host. Some of the more prideful ones have dispersed, upset that their assent was not sought. Rumours are already spreading that the invasion has already begun, discouraging latecomers from turning up and infuriating many who feel like they were left behind by the main host.\n The momentum of the invasion has been irrevocably lost. It is unlikely you will be able to attempt this again in your lifetime.;;;;;;;;;;;;;x
fr_prepared_invasion_desc.17c;The subordination of [prep_invader_target.GetTitledName] by [prep_invader_target.Liege.GetTitledName] has had unforseen effects on the momentum of your invasion. Many of your recruited warriors are intimidated by the prospect of battling a larger, united force and have lost their spirit. The mercenaries you have attracted with promises of easy plunder thus have left to find easier targets. Worst of all, a worrying number are sympathetic to [persistent_event_target:prep_invader_target.Liege.GetTitledName]'s cause and have left citing concerns of honour.\n The momentum of the invasion has been irrevocably lost. It is unlikely you will be able to attempt this again in your lifetime.;;;;;;;;;;;;;x
fr_prepared_invasion_desc.17d;Many of your people have proven their loyalty to you in emulating your new way of life, but in doing so have left behind their appetite for warfare. While the adventurers and mercenaries flocking under your banner may still do battle, it will be an impossible task to achieve victory without the assent of your subjects. In any case, you have your hands full managing the tension between those that yet keep to the old ways and those that have followed your example.\n The momentum of the invasion has been irrevocably lost. It is unlikely you will be able to attempt this again in your lifetime.;;;;;;;;;;;;;x
fr_prepared_invasion_desc.17e;With the recent expansion of [prep_invader_target.GetTitledName]'s realm, it has become a power to be reckoned with. Many of your recruited warriors are intimidated by the prospect of battling a larger, united force and have lost their spirit. Many are mercenaries looking for easy plunder and thus have left to find easier targets. The cowardice of the gathered warriors seems to be affecting your people as well and calls for caution are unfortunately increasing. \n The momentum of the invasion has been irrevocably lost. It is unlikely you will be able to attempt this again in your lifetime.;;;;;;;;;;;;;x
fr_prepared_invasion_desc.17f;With the recent string of defeats suffered by [prep_invader_target.GetTitledName], their realm has weakened to the point of insignificance. Neither mercenaries seeking plunder nor adventurers seeking glory will waste their time on such a target, and you were unable to redirect their ardour to another target before enough of them have deserted to make the invasion unfeasible.\n The momentum of the invasion has been irrevocably lost. It is unlikely you will be able to attempt this again in your lifetime.;;;;;;;;;;;;;x
EVTDESC_HL_10201;Rumors reach you regarding [GetFromRelation] [From.GetFirstName], the mercenary. You always knew [From.GetHerHim] as a coward, but now the word is that [From.GetSheHe] has been cured of [From.GetHerHis] shameful fear of battle.;Des rumeurs vous sont parvenues concernant votre [GetFromRelation] [From.GetFirstName], le mercenaire. Vous l'avez toujours connu comme étant un lâche mais il para?? qu'[From.GetIlElle] n'a désormais plus peur de se battre.;Ein Ger?Eht aus Söldnerkreisen erreicht Euch. Demzufolge hat [From.GetFirstName] durch das Söldnerleben tatsächlich das F?Echten verlernt und seine beschämende Angst vor einer Schlacht abgelegt.;;Te llegan rumores sobre [GetFromRelation] [From.GetFirstName], el mercenario. Siempre creú?te que era un cobarde, pero ahora se dice que [From.GetSheHe] se ha curado de [From.GetHerHis] temor vergonzoso a la batalla.;;;;;;;;;x
EVTDESC_HL_10610;You have heard interesting rumors at court about your parent's past as a mercenary commander.;Vous avez entendu des rumeurs intéressantes ?Ela cour concernant le pass?Ede votre p?re en tant que commandant des mercenaires.;Euch sind interessante Ger?Ehte ?Eer die Vergangenheit Eures Vaters als Söldneranf?Erer zu Ohren gekommen.;;Has escuchado rumores interesantes en la corte sobre el pasado de tu padre como comandante mercenario.;;;;;;;;;x
EVTDESC_HL_10611;My ward, [From.GetTitledFirstName], is asking me about [From.GetHerHis] parent's past as a mercenary.;Mon él?ve, [From.Get_le_TitledFirstName], m'a pos?Edes questions concernant lepass?Ede mercenaire de son p?re.;Mein Sch?Ezling [From.GetTitledFirstName] fragt nach der Söldnervergangenheit [From.GetHerHis]es Vaters.;;Mi pupilo, [From.GetTitledFirstName], me pregunta por el pasado de [From.GetHerHis] padre como mercenario.;;;;;;;;;x
EVTDESC_HL_10613;[From.GetTitledFirstName] stayed up late into the night, and [From.GetSheHe] told me many stories of my parent's past adventures.;[From.Get_Le_TitledFirstName] a veill?Eune partie de la nuit pour me raconter les aventures passées de mon p?re.;[From.GetTitledFirstName] erzählte mir bis tief in die Nacht Geschichten von den Abenteuern meines Vaters als Söldner.;;[From.GetTitledFirstName] se qued?Edespierto hasta muy tarde, y me cont?Emuchas historias de las antiguas aventuras de mi padre.;;;;;;;;;x
EVTDESC_HL_10515;Apparently there was a fight between your child and the mercenary [From.GetDynName]. As luck would have it, no one came to harm.;;;;;;;;;;;;;x
EVTDESC_HL_10516;Apparently your [From.GetSonDaughter] [From.GetFirstName] was in a violent fight with [From.GetHerHis] employer's child. It seems that no one came to harm, however.;;;;;;;;;;;;;x
EVTDESC_HL_10517;Apparently there was a fight between your child and the mercenary [From.GetDynName]. Your child was wounded.;;;;;;;;;;;;;x
EVTDESC_HL_10518;Apparently your [From.GetSonDaughter] [From.GetFirstName] was in a violent fight with [From.GetHerHis] employer's child, who was lightly injured.;;;;;;;;;;;;;x
EVTDESC_HL_10519;Apparently there was a fight between your child and the mercenary [From.GetDynName]. Your child was maimed in the fight.;;;;;;;;;;;;;x
EVTDESC_HL_10520;Apparently your [From.GetSonDaughter] [From.GetFirstName] was in a violent fight with [From.GetHerHis] employer's child, who was maimed.;;;;;;;;;;;;;x
EVTOPTA_HL_10520;That's my [From.GetSonDaughter]!;;;;;;;;;;;;;x
EVTDESC_HL_10521;New reach you that your child has been killed in a fight with the mercenary [From.GetDynName].;;;;;;;;;;;;;x
EVTDESC_HL_10522;Apparently your [From.GetSonDaughter] [From.GetFirstName] was in a violent fight with [From.GetHerHis] employer's child, who was killed.;;;;;;;;;;;;;x
EVTDESCHL6;[From.GetBestName] and their people have hunted on our lands, stolen our livestock and robbed our larders. This even though they know very well the boundaries between our clans! They truly are despicable and would betray us instantly if given the chance.;;;;;;;;;;;;;x
EVTOPTAHL6;Beware of [From.GetBestName]. They are without honor.;;;;;;;;;;;;;x
nomadic_elective;Nomadic Elective;;;;;;;;;;;;;x
succ_nomadic_elective;Nomadic Elective;;;;;;;;;;;;;x
succ_nomadic_elective_desc;The strongest and most prestigious relative inherits with the assent of influential vassals and the council, favouring offspring of the current ruler. Strong vassals may be able to sway their peers into usurping the throne without bloodshed. Children cannot inherit.;;;;;;;;;;;;;x
tooltip_nomadic_elective_child_of_ruler;Child of current ruler;;;;;;;;;;;;;x
tooltip_nomadic_vote_martial_sway;§YStrength§! is the ultimate arbiter to nomads;;;;;;;;;;;;;x
tooltip_nomadic_vote_martial_score;[From.GetSheHeCap] has talent as a warrior;;;;;;;;;;;;;x
tooltip_nomadic_vote_warrior_lodge;[From.GetSheHeCap] is commited to warfare;;;;;;;;;;;;;x
tooltip_nomadic_vote_warrior_training;[From.GetSheHeCap] has special Lodge training;;;;;;;;;;;;;x
tooltip_nomadic_vote_leadership_trait;[From.GetSheHeCap] has leadership experience;;;;;;;;;;;;;x
tooltip_nomadic_vote_martial_basic;[From.GetSheHeCap] had warrior training ;;;;;;;;;;;;;x
tooltip_nomadic_vote_martial_trained;[From.GetSheHeCap] is a §YTrained Warrior§!;;;;;;;;;;;;;x
tooltip_nomadic_vote_martial_journeyman;[From.GetSheHeCap] is a §YJourneyman Warrior§!;;;;;;;;;;;;;x
tooltip_nomadic_vote_martial_expert;[From.GetSheHeCap] is an §YExpert Warrior§!;;;;;;;;;;;;;x
tooltip_nomadic_vote_martial_master;[From.GetSheHeCap] is a §YMaster Warrior§!;;;;;;;;;;;;;x
tooltip_nomadic_vote_martial_renowned;[From.GetSheHeCap] is a §YRenowned Warrior§!;;;;;;;;;;;;;x
tooltip_nomadic_vote_martial_legendary;[From.GetSheHeCap] is a §YLegendary Warrior§!;;;;;;;;;;;;;x
tooltip_nomadic_vote_mental_disorder;[From.GetSheHeCap] is unreliable;;;;;;;;;;;;;x
tooltip_nomadic_vote_negative_congenital;[From.GetSheHeCap] has a feeble constitution;;;;;;;;;;;;;x
tooltip_nomadic_vote_duelist;[From.GetSheHeCap] is a skilled §Yduelist§!;;;;;;;;;;;;;x
tooltip_nomadic_vote_hunter;[From.GetSheHeCap] is an experienced §Yhunter§!;;;;;;;;;;;;;x
tooltip_nomadic_vote_strategist;[From.GetSheHeCap] is familiar with §Ystrategy§!;;;;;;;;;;;;;x
tooltip_nomadic_vote_diligent;[From.GetSheHeCap] is committed to their clan;;;;;;;;;;;;;x
tooltip_nomadic_vote_slothful;[From.GetSheHeCap] is a layabout;;;;;;;;;;;;;x
tooltip_nomadic_vote_wroth;[From.GetSheHeCap] has a righteous temper;;;;;;;;;;;;;x
tooltip_nomadic_vote_ambitious;[From.GetSheHeCap] has an §Yambitious spirit§!;;;;;;;;;;;;;x
tooltip_nomadic_vote_content;[From.GetSheHeCap] lacks a warrior's ambition;;;;;;;;;;;;;x
tooltip_nomadic_vote_craven;[From.GetSheHeCap] is a shameful §Ycoward§!;;;;;;;;;;;;;x
tooltip_nomadic_vote_cannibal;[From.GetSheHeCap] is a §Ycannibal§!;;;;;;;;;;;;;x
tooltip_nomadic_vote_travelling;[From.GetSheHeCap] is §Yaway and irrelevant§!;;;;;;;;;;;;;x
tooltip_nomadic_vote_in_hiding;[From.GetSheHeCap] is a a coward in §Yhiding§!;;;;;;;;;;;;;x
tooltip_nomadic_vote_inaccessible_or_incapable;[From.GetSheHeCap] is §Yunable to lead§!;;;;;;;;;;;;;x
tooltip_nomadic_vote_minor_title_martial;[From.GetSheHeCap] is a titled warrior;;;;;;;;;;;;;x
gov_aslanlar_nomad;Righteous Lions;;;;;;;;;;;;;x
gov_aslanlar_reaving_nomad;Reaving Lions;;;;;;;;;;;;;x
gov_eraka_nomad;Eraka Clan;;;;;;;;;;;;;x
gov_eraka_reaving_nomad;Eraka Reavers;;;;;;;;;;;;;x
gov_shaaran_nomad;Righteous Shaaran Clan;;;;;;;;;;;;;x
gov_shaaran_reaving_nomad;Reaving Shaaran Clan;;;;;;;;;;;;;x
gov_wemic_noble_nomad;Noble Wemic Pride;;;;;;;;;;;;;x
gov_wemic_reaving_nomad;Bestial Wemic Pride;;;;;;;;;;;;;x
gov_centaur_nomad;Centaur Clan;;;;;;;;;;;;;x
gov_centaur_reaving_nomad;Reaving Centaur Clan;;;;;;;;;;;;;x
gov_goblin_noble_nomad;Righteous Goblin Horde;;;;;;;;;;;;;x
gov_goblin_reaving_nomad;Goblin Horde;;;;;;;;;;;;;x
gov_orc_noble_nomad;Righteous Orcish Horde;;;;;;;;;;;;;x
gov_orc_reaving_nomad;Orcish Horde;;;;;;;;;;;;;x
nomadrule_duel_decision;Duel for Leadership;;;;;;;;;;;;;x
nomadrule_duel_decision_desc;Duel your liege for leadership of the clans.;;;;;;;;;;;;;x
nomadrule_duel_out_of_court;Duel for Leadership;;;;;;;;;;;;;x
nomadrule_duel_out_of_court_desc;Duel your relative for leadership of their clans.;;;;;;;;;;;;;x
nomadrule_duel_tooltip_challenged_tt;has not been defeated in a century or issued a challenge for leadership to [Root.GetTitledFirstName] in 5 years;;;;;;;;;;;;;x
frduel_desc.1;[combatant_1.GetBestName], my [combatant_1.GetRootRelation], has declared that they are worthy to lead [target_title.GetName] and their strength cannot be ignored any longer. I am expected to meet [combatant_1.GetHerHim] in personal combat, "to once and for all settle this matter", [combatant_1.GetSheHe] bellows from the center of the encampment. I can already hear the whispers through my court, if I were to decline the challenge...;;;;;;;;;;x
frduel_desc.2;I am told that the [From.GetEducationRole] [From.GetTitle] furrowed [From.GetHerHis] brows and [From.GetEducationReaction], upon hearing my proposal. "I think [From.GetSheHe] understood the humiliation [From.GetSheHe] would suffer by declining, my [Root.GetLordLady]" a courtier suggests. "Clever [From.GetManWoman]", I mutter. The duel is soon to take place.;;;;;;;;;;;x
frduel_desc_opt.3a;Or... You can reaffirm your loyalty to me. I need a brave [other_combatant.GetManWoman] like you.;;;;;;;;;;;x
frduel_desc_merciful_TT;You demand that §Y[other_combatant.GetTitledFirstName]§! submit and relinquish their claim to leadership.;;;;;;;;;;;x
frduel_desc.5a;I swing my [GetDuelWeapon] [GetClumsilyElegantly], [GetButAndYet] [other_combatant.GetTitledFirstName] keeps side-stepping my attacks. My opponent does not seem tired at all! Raising [other_combatant.GetHerHis] weapon for a final killing blow, the [other_combatant.GetManWoman] suddenly pauses. "Would you yield, [Root.GetFirstName]?! Reaffirm your fealty to me and I will forgive your impudence.";;;;;;;;;;;x
frduel_desc.5b;"They say you are famous for your [Root.GetMilitarySquadPride]", my [other_combatant.GetRootRelation] mocks me. "It doesn't seem to saving you this time, does it?!" [other_combatant.GetSheHe] roars, swinging [other_combatant.GetHerHis] [other_combatant.GetDuelWeapon] furiously. My heart is pounding, when [other_combatant.GetSheHe] starts shouting again. "Reaffirm your fealty to me and I will forgive your impudence!";;;;;;;;;;;x
frduel_desc.5c;My [other_combatant.GetRootRelation] has spent the better part of an hour humiliating me. I am having trouble standing, my latest lunge of attack left me in the [Root.GetGroundDesc], and my face is streaked with dirt, as well as blood. "What were you thinking?" [other_combatant.GetSheHe] asks, sounding genuinely curious. "Reaffirm your fealty to me.", [other_combatant.GetSheHe] finally pleads.;;;;;;;;;;;x
frduel_desc.5d;[other_combatant.GetPoisonForgiveness] "Reaffirm your fealty to me.", [other_combatant.GetSheHe] finally pleads.;;;;;;;;;;;x
frduel_desc.7a;[From.GetBestName] refused to see reason, aghast at the very idea of yielding to my rule. In the end, I had no choice but to cut [From.GetHerHim] down, [From.GetHerHis] last words being a string of insults hurled at me.;;;;;;;;;;;x
RULE_OPTION_NOMAD_STABILITY_UNSTABLE_DESC;Nomadic Vassals will have land demands (10 percent of liege's realmsize) if the realm is bigger than 20 counties. Failure to meet this demand puts the realm in danger of implosion!;;;;;;;;;;;;;x
RULE_OPTION_NOMAD_STABILITY_STABLE_DESC;Large Nomad Realms will not be in danger of implosion if vassal land demands are not met.;;;;;;;;;;;;;x
EVTDESC_HL_7000;You have decided to organize a great competition in martial skills, inviting warriors from across the realm to display their prowess.;;;;;;;;;x
EVTOPTA_HL_7001;I will gather my arms now!;;;;;;;;;x
EVTDESC_HL_7020;Warriors have come to your court from afar, gathering for the great wargames. The impatient cries of the participants accompanies the excited cries from the spectators. As the participants salute you, you give the signal for the contest to begin.;;;;;;;;;x
EVTDESC_HL_7025;You have arrived at the court of the [From.PrimaryTitle.GetRulerTitle] for the wargames. The impatient cries of your fellow warriors accompanies the excited cries from the spectators. As you salute [From.GetTitledFirstName], [From.GetSheHe] gives the signal for the contest to begin.;;;;;;;;;x
EVTDESC_HL_7055;Your martial skills is unmatched on this day, you have won the games! [From.GetTitledFirstName] presents you with your well-earned prize.;;;;;;;;;x
