olrox_artifact_lightarmor_requirement_tooltip;Fighter, Paladin, Cleric, Druid, Ranger, Bard, Barbarian, Rogue, Shadow or Warlock;;;;;;;;;;;;;x
olrox_artifact_robes_requirement_tooltip;Warlock, Sorcerer, Monk or Wizard;;;;;;;;;;;;;x
olrox_artifact_sneak_requirement_tooltip;Rogue, Monk or Shadow;;;;;;;;;;;;;x
#search artifact chains
#Minor Magic Item
EVTDESC_MNM_9835;[relic_hunter.GetTitledFirstName] has returned and apparently brought with [relic_hunter.GetHerHim] a good magic item. Let's see!;;;;;;;;x
#Medium Magic Item
EVTDESC_MNM_9804;At long last, [relic_hunter.GetTitledFirstName] has come home from [relic_hunter.GetHerHis] quest to find a powerful magic item. Holding a small metal box, your [relic_hunter.GetJobTitle] appears before you and, bowing, offers it to you. Let's see!.;;;;;;;;x
#Epic Magic Item
EVTDESC_MNM_9780;At long last, [relic_hunter.GetTitledFirstName] has come home from [relic_hunter.GetHerHis] quest to find an epic magic item. Holding a small metal box, your [relic_hunter.GetJobTitle] appears before you and, bowing, offers it to you. Trembling with anticipation, you carefully get ready to open the box...;;;;;;;;x
